n,Accuracy,Exact Match,MAE_label,MAE_expected,RMSE_label,Signed Bias label,Signed Bias expected,Macro-F1,Weighted-F1,Quadratic Weighted Kappa,Kendall tau,Spearman rho,Within-1 Accuracy,Acc@1,Acc@2,Acc@5,low_n,low_exact_match,low_MAE,low_signed_bias,low_to_high_rate,low_severe_overestimation_rate,mean_pred_low,high_n,high_to_mid_or_low_rate,high_signed_bias,MAE_score,severe_error_rate,pred_label_1_rate,pred_label_2_rate,pred_label_3_rate,pred_label_4_rate,pred_label_5_rate,monotonic_violation_rate,split,loss,epoch,global_step
664,0.5376506024096386,0.5376506024096386,0.5446787148594376,0.5109287001544153,0.7526170315981916,-0.09387550200803212,-0.10434885832095842,0.22701619778346122,0.4925266924475395,0.21660909998451838,0.31119778644470103,0.35049020010870846,0.9593373493975904,0.0,0.0,0.39710144927536234,20,0.0,2.416666666666667,2.416666666666667,1.0,1.0,4.2,345,0.0,-0.45603864734299526,0.5109287001544153,0.04066265060240964,0.0,0.0,0.0,0.7515060240963856,0.24849397590361447,0.0015060240963855422,dev,0.2867236902196723,1,21
664,0.6762048192771084,0.6762048192771084,0.4427710843373494,0.39238539560843844,0.7004492725388953,0.23293172690763056,0.08746954512382189,0.2825442007033948,0.633106876305023,0.4076389623630574,0.49491358150220116,0.5574022945309344,0.9503012048192772,0.0,0.0,0.8347826086956521,20,0.0,2.466666666666667,2.466666666666667,1.0,1.0,4.25,345,0.0,-0.018357487922705445,0.39238539560843844,0.04969879518072289,0.0,0.0,0.0,0.4246987951807229,0.5753012048192772,0.07228915662650602,dev,0.23416576013866677,2,42
664,0.6807228915662651,0.6807228915662651,0.42620481927710846,0.3741469426177831,0.6587125896548096,0.18022088353413657,0.08724423093781115,0.34138845281702423,0.6603819516685265,0.5244144603943198,0.5473929747677074,0.6197516524083652,0.9563253012048193,0.0,0.0,0.8608695652173913,20,0.0,2.0166666666666666,2.0166666666666666,0.7,0.75,3.8,345,0.011594202898550725,-0.0038647342995170387,0.3741469426177831,0.043674698795180725,0.0,0.0,0.06475903614457831,0.34789156626506024,0.5873493975903614,0.061746987951807226,dev,0.21874074869037394,3,63
664,0.6822289156626506,0.6822289156626506,0.42018072289156616,0.36771811230573803,0.6487295792041583,0.20732931726907633,0.11560569360597903,0.32674159059310437,0.6549371389992895,0.5101617038328954,0.5327878406250373,0.5980363249549964,0.9608433734939759,0.0,0.0,0.8434782608695652,20,0.0,2.0166666666666666,2.0166666666666666,0.65,0.75,3.8,345,0.0,-0.0096618357487924,0.36771811230573803,0.0391566265060241,0.0,0.0,0.030120481927710843,0.39006024096385544,0.5798192771084337,0.2996987951807229,dev,0.22350899819060263,4,84
664,0.6746987951807228,0.6746987951807228,0.41666666666666663,0.36982976413194674,0.6214591802504303,0.055220883534136546,0.002148765578900069,0.370051881437101,0.6681778796540623,0.5894465031271483,0.5678338792663492,0.6387939696160692,0.9728915662650602,0.0,0.07142857142857142,0.7681159420289855,20,0.05,1.7,1.6666666666666665,0.45,0.55,3.45,345,0.002898550724637681,-0.0879227053140098,0.36982976413194674,0.02710843373493976,0.0,0.006024096385542169,0.07680722891566265,0.4307228915662651,0.4864457831325301,0.21686746987951808,dev,0.21712467240461383,5,105
664,0.6882530120481928,0.6882530120481928,0.4071285140562248,0.3544707506794385,0.6137372076932398,0.1290160642570281,0.08509097719661259,0.4395775054893797,0.6733355593780289,0.6019835431311645,0.5594578481269753,0.6301939638449341,0.9728915662650602,0.3333333333333333,0.0,0.8260869565217391,20,0.1,1.4666666666666666,1.4666666666666666,0.4,0.4,3.25,345,0.0,-0.027053140096618487,0.3544707506794385,0.02710843373493976,0.0030120481927710845,0.0030120481927710845,0.0572289156626506,0.3930722891566265,0.5436746987951807,0.375,dev,0.23426613117377443,6,126
664,0.697289156626506,0.697289156626506,0.39508032128514065,0.35748781307609856,0.5869794255771408,0.06275100401606425,0.04441807749251885,0.5062617253208493,0.6924142275896475,0.6451483609245381,0.5769847885865581,0.6477472817964645,0.9759036144578314,0.3333333333333333,0.14285714285714285,0.7913043478260869,20,0.2,1.2166666666666666,1.2166666666666666,0.25,0.35,3.0,345,0.005797101449275362,-0.06763285024154603,0.35748781307609856,0.024096385542168676,0.0030120481927710845,0.006024096385542169,0.07680722891566265,0.411144578313253,0.5030120481927711,0.3689759036144578,dev,0.23840601882527032,7,147
664,0.6957831325301205,0.6957831325301205,0.395582329317269,0.35689050993087185,0.5882608861272826,0.09136546184738954,0.07378322462853568,0.538346870367073,0.6888504317213497,0.6491969568892646,0.5643288205799688,0.6318894614785268,0.9759036144578314,0.5,0.14285714285714285,0.8115942028985508,20,0.25,1.1166666666666667,1.1166666666666667,0.25,0.3,2.9,345,0.002898550724637681,-0.04444444444444458,0.35689050993087185,0.024096385542168676,0.004518072289156626,0.006024096385542169,0.07228915662650602,0.3855421686746988,0.5316265060240963,0.40813253012048195,dev,0.24368721630188625,8,168
664,0.6897590361445783,0.6897590361445783,0.39959839357429705,0.3565154971742629,0.5908154689410449,0.09437751004016062,0.0746968965665006,0.47839100980571947,0.6815586325084807,0.637457477124926,0.5691753991589157,0.6386378929382949,0.9759036144578314,0.3333333333333333,0.07142857142857142,0.8115942028985508,20,0.15,1.2666666666666666,1.2666666666666666,0.25,0.35,3.05,345,0.002898550724637681,-0.04444444444444458,0.3565154971742629,0.024096385542168676,0.0030120481927710845,0.004518072289156626,0.07530120481927711,0.3870481927710843,0.5301204819277109,0.40813253012048195,dev,0.24452690283083414,9,189
664,0.6942771084337349,0.6942771084337349,0.395582329317269,0.3567502131773711,0.5874068897135942,0.09738955823293172,0.07506927394724405,0.47949255277972186,0.6857480446415618,0.64771480214318,0.573689406203078,0.644437709002958,0.9774096385542169,0.3333333333333333,0.07142857142857142,0.8202898550724638,20,0.15,1.2166666666666666,1.2166666666666666,0.25,0.3,3.0,345,0.002898550724637681,-0.03574879227053153,0.3567502131773711,0.022590361445783132,0.0030120481927710845,0.006024096385542169,0.07379518072289157,0.3825301204819277,0.5346385542168675,0.4126506024096386,dev,0.24557184572163296,10,210
