Bias_human_mean,BinAgreement_paper_3way,Brier_rounded,ECE_rounded,Exact_rounded,H2L_count,H2L_n,H2L_rounded,Kendall_human_mean,L2H_count,L2H_n,L2H_rounded,MAE_expected_human_mean,MAE_human_mean,NLL_rounded,Predicted_1_count,Predicted_2_count,Predicted_3_count,Predicted_4_count,Predicted_5_count,QWK_rounded,Recall_1_correct,Recall_1_rounded,Recall_1_total,Recall_2_correct,Recall_2_rounded,Recall_2_total,Recall_3_correct,Recall_3_rounded,Recall_3_total,Recall_4_correct,Recall_4_rounded,Recall_4_total,Recall_5_correct,Recall_5_rounded,Recall_5_total,n,paper_bin_status,prediction_path
0.03714859437751003,0.875,0.415475124841982,0.07274127307246965,0.7198795180722891,2,582,0.003436426116838488,0.5775338576071984,9,20,0.45,0.37609335337994576,0.4016064257028112,0.7762346014767597,3,5,56,273,327,0.6154389822522381,3,0.5,6,2,0.14285714285714285,14,23,0.3709677419354839,62,175,0.7383966244725738,237,275,0.7971014492753623,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b0_original_human/seed_42/predictions_dev.jsonl
0.03714859437751003,0.875,0.415475124841982,0.07274127307246965,0.7198795180722891,2,582,0.003436426116838488,0.5775338576071984,9,20,0.45,0.37609335337994576,0.4016064257028112,0.7762346014767597,3,5,56,273,327,0.6154389822522381,3,0.5,6,2,0.14285714285714285,14,23,0.3709677419354839,62,175,0.7383966244725738,237,275,0.7971014492753623,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b0_original_human/seed_42/predictions_dev_best.jsonl
0.11546184738955823,0.8734939759036144,0.4773182896227455,0.18961194009486448,0.7108433734939759,3,582,0.005154639175257732,0.5679789838062941,11,20,0.55,0.3710403724779481,0.4066265060240964,1.1100710812223615,3,6,38,254,363,0.5917487783385404,3,0.5,6,1,0.07142857142857142,14,15,0.24193548387096775,62,162,0.6835443037974683,237,291,0.8434782608695652,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b0_original_human/seed_43/predictions_dev.jsonl
0.11546184738955823,0.8734939759036144,0.4773182896227455,0.18961194009486448,0.7108433734939759,3,582,0.005154639175257732,0.5679789838062941,11,20,0.55,0.3710403724779481,0.4066265060240964,1.1100710812223615,3,6,38,254,363,0.5917487783385404,3,0.5,6,1,0.07142857142857142,14,15,0.24193548387096775,62,162,0.6835443037974683,237,291,0.8434782608695652,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b0_original_human/seed_43/predictions_dev_best.jsonl
0.09889558232931725,0.8810240963855421,0.4086372809669797,0.13252920643931412,0.7424698795180723,0,582,0.0,0.6100338615750481,11,20,0.55,0.3356867534246474,0.377008032128514,0.853304402111752,4,2,42,265,351,0.6482467739913542,4,0.6666666666666666,6,2,0.14285714285714285,14,18,0.2903225806451613,62,174,0.7341772151898734,237,295,0.855072463768116,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b0_original_human/seed_44/predictions_dev.jsonl
0.09889558232931725,0.8810240963855421,0.4086372809669797,0.13252920643931412,0.7424698795180723,0,582,0.0,0.6100338615750481,11,20,0.55,0.3356867534246474,0.377008032128514,0.853304402111752,4,2,42,265,351,0.6482467739913542,4,0.6666666666666666,6,2,0.14285714285714285,14,18,0.2903225806451613,62,174,0.7341772151898734,237,295,0.855072463768116,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b0_original_human/seed_44/predictions_dev_best.jsonl
0.22238955823293174,0.858433734939759,0.6124964784246456,0.17639483430658476,0.5768072289156626,15,582,0.02577319587628866,0.3283781331472701,16,20,0.8,0.5067931768313267,0.5627510040160643,1.180218581233505,0,27,3,202,432,0.31591932939230927,0,0.0,6,2,0.14285714285714285,14,1,0.016129032258064516,62,103,0.4345991561181435,237,277,0.8028985507246377,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b1_primary_teacher_all/seed_42/predictions_dev.jsonl
0.22238955823293174,0.858433734939759,0.6124964784246456,0.17639483430658476,0.5768072289156626,15,582,0.02577319587628866,0.3283781331472701,16,20,0.8,0.5067931768313267,0.5627510040160643,1.180218581233505,0,27,3,202,432,0.31591932939230927,0,0.0,6,2,0.14285714285714285,14,1,0.016129032258064516,62,103,0.4345991561181435,237,277,0.8028985507246377,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b1_primary_teacher_all/seed_42/predictions_dev_best.jsonl
0.18022088353413654,0.8493975903614458,0.6484684098576237,0.19425798575562164,0.5737951807228916,22,582,0.037800687285223365,0.36235116499390446,13,20,0.65,0.5426814264985429,0.5667670682730923,1.3142146923632947,0,41,3,188,432,0.3573591699534816,0,0.0,6,5,0.35714285714285715,14,0,0.0,62,96,0.4050632911392405,237,280,0.8115942028985508,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b1_primary_teacher_all/seed_43/predictions_dev.jsonl
0.18022088353413654,0.8493975903614458,0.6484684098576237,0.19425798575562164,0.5737951807228916,22,582,0.037800687285223365,0.36235116499390446,13,20,0.65,0.5426814264985429,0.5667670682730923,1.3142146923632947,0,41,3,188,432,0.3573591699534816,0,0.0,6,5,0.35714285714285715,14,0,0.0,62,96,0.4050632911392405,237,280,0.8115942028985508,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b1_primary_teacher_all/seed_43/predictions_dev_best.jsonl
