split,scenario_canonical,n,Accuracy,Exact Match,MAE_label,MAE_expected,RMSE_label,Signed Bias label,Signed Bias expected,Macro-F1,Weighted-F1,Quadratic Weighted Kappa,Kendall tau,Spearman rho,Within-1 Accuracy,Acc@1,Acc@2,Acc@5,low_n,low_exact_match,low_MAE,low_signed_bias,low_to_high_rate,low_severe_overestimation_rate,mean_pred_low,high_n,high_to_mid_or_low_rate,high_signed_bias,MAE_score,severe_error_rate,pred_label_1_rate,pred_label_2_rate,pred_label_3_rate,pred_label_4_rate,pred_label_5_rate,monotonic_violation_rate
dev,Automatic Grading,76,0.5,0.5,0.5921052631578947,0.5553420849650967,0.8298171432478785,0.030701754385964872,-0.09036369529438387,0.23157894736842105,0.49722991689750684,0.33463035019455245,0.4181551092035251,0.4909058252224391,0.9342105263157895,0.0,0.0,0.5294117647058824,5,0.0,2.0,2.0,0.8,0.8,3.8,34,0.029411764705882353,-0.3039215686274512,0.5553420849650967,0.06578947368421052,0.0,0.0,0.10526315789473684,0.5921052631578947,0.3026315789473684,0.13157894736842105
dev,Emotional Support,125,0.712,0.712,0.312,0.3146454608521114,0.4310194633398563,-0.06666666666666667,-0.16783040995957957,0.3591131498470948,0.7131412844036698,0.6608892238131123,0.7074449539291763,0.7854420609366924,1.0,nan,0.0,0.7101449275362319,1,0.0,0.6666666666666665,0.6666666666666665,0.0,0.0,3.0,69,0.0,-0.16425120772946875,0.3146454608521114,0.0,0.0,0.0,0.064,0.528,0.408,0.28
dev,Error Correction,174,0.5574712643678161,0.5574712643678161,0.7203065134099617,0.6477546372617706,1.1233047394521252,0.5057471264367815,0.4480177565282424,0.3026600095907026,0.5100094447994754,0.3170135835043487,0.39597342614696507,0.44940432609059777,0.8103448275862069,0.0,0.0,0.8131868131868132,26,0.0,2.371794871794872,2.371794871794872,0.8076923076923077,0.9230769230769231,4.269230769230769,91,0.0,-0.029304029304029443,0.6477546372617706,0.1896551724137931,0.0,0.0,0.08620689655172414,0.27586206896551724,0.6379310344827587,0.2988505747126437
dev,Idea Provision,160,0.65625,0.65625,0.4270833333333333,0.3535699322305542,0.5670341945401333,-0.01875,-0.03607317088753916,0.2747058823529412,0.6270036764705882,0.44062688366485836,0.42764690183029047,0.48015228189532777,0.99375,nan,nan,0.5949367088607594,0,nan,nan,nan,nan,nan,nan,79,0.0,-0.22362869198312255,0.3535699322305542,0.00625,0.0,0.0,0.0,0.64375,0.35625,0.03125
dev,Personalized Content Creation,75,0.8266666666666667,0.8266666666666667,0.2977777777777777,0.2533206103845603,0.3790827135384885,-0.039999999999999945,-0.02782547115658715,0.3300492610837439,0.8192446633825945,0.6524064171122995,0.6408641287985254,0.7103382665935503,1.0,nan,nan,0.7419354838709677,0,nan,nan,nan,nan,nan,nan,31,0.0,-0.07526881720430124,0.2533206103845603,0.0,0.0,0.0,0.0,0.64,0.36,0.21333333333333335
dev,Personalized Learning Support,98,0.6530612244897959,0.6530612244897959,0.4489795918367347,0.33392468062118585,0.573409265656776,0.27891156462585037,0.21683492250724692,0.30690082582918926,0.607668962482175,0.52994555353902,0.5588294699484212,0.6356516214095573,0.9897959183673469,nan,nan,0.8285714285714286,0,nan,nan,nan,nan,nan,nan,35,0.0,0.05714285714285694,0.33392468062118585,0.01020408163265306,0.0,0.0,0.01020408163265306,0.5510204081632653,0.4387755102040816,0.19387755102040816
dev,Question Answering,104,0.75,0.75,0.5897435897435895,0.5521800997398363,1.0325886481263078,0.33974358974358965,0.22610267393517847,0.4471232876712328,0.7094836670179135,0.7433533547515947,0.4172212182989473,0.4767364904430232,0.8557692307692307,1.0,0.0,0.9104477611940298,18,0.7222222222222222,0.8333333333333334,0.8333333333333334,0.2777777777777778,0.2777777777777778,2.111111111111111,67,0.029850746268656716,0.04975124378109435,0.5521800997398363,0.14423076923076922,0.125,0.028846153846153848,0.009615384615384616,0.07692307692307693,0.7596153846153846,0.4807692307692308
dev,Question Generation,120,0.675,0.675,0.4416666666666666,0.39370206798420343,0.7181509178026168,-0.0861111111111111,-0.11961481630925036,0.3776877168632894,0.678528568123988,0.5620011679968854,0.57888333961612,0.6483132003309129,0.9416666666666667,nan,0.0,0.7428571428571429,7,0.0,1.0476190476190477,1.0476190476190477,0.14285714285714285,0.14285714285714285,3.142857142857143,70,0.07142857142857142,-0.2476190476190478,0.39370206798420343,0.058333333333333334,0.0,0.041666666666666664,0.10833333333333334,0.3416666666666667,0.5083333333333333,0.21666666666666667
dev,Teaching Material Generation,175,0.6457142857142857,0.6457142857142857,0.4476190476190477,0.40928468442655036,0.6156684327197709,0.0780952380952381,0.07207901810517624,0.26969203488582494,0.6124420594423852,0.2786909668768933,0.3611897016121069,0.405889544398466,0.96,nan,nan,0.6125,0,nan,nan,nan,nan,nan,nan,80,0.0,-0.17916666666666686,0.40928468442655036,0.04,0.0,0.0,0.0,0.5942857142857143,0.4057142857142857,0.17142857142857143
test,Automatic Grading,116,0.43103448275862066,0.43103448275862066,0.735632183908046,0.6829355914599327,0.997122296192006,-0.02298850574712644,-0.07078831032622368,0.229626216077829,0.40377889012483004,0.12524131274131278,0.21480606452775974,0.25364061033691254,0.8793103448275862,nan,0.0,0.34146341463414637,7,0.0,2.0476190476190474,2.0476190476190474,1.0,1.0,4.142857142857143,41,0.0975609756097561,-0.6260162601626018,0.6829355914599327,0.1206896551724138,0.008620689655172414,0.017241379310344827,0.1206896551724138,0.6637931034482759,0.1896551724137931,0.05172413793103448
