epoch,step,global_step,L_total,L_softCE,L_risk,L_cumBCE,mean_weight,min_weight,max_weight,weighted_L_softCE,weighted_L_risk,weighted_L_cumBCE,mean_q_raw_min,mean_q_raw_sum,max_q_raw_sum_error
1,1,0,2.048478364944458,2.3663394451141357,0.7375277280807495,1.1656994819641113,0.6461168527603149,0.6461141705513,0.6461195945739746,1.5289313793182373,0.14295852184295654,0.3765885829925537,0.07196757197380066,1.0,0.0
1,2,0,2.038965940475464,2.3626842498779297,0.7151158452033997,1.1570096015930176,0.6461168527603149,0.6461141705513,0.6461195945739746,1.526570200920105,0.13861437141895294,0.3737814426422119,0.08014516532421112,1.0,5.960464477539063e-08
1,3,0,1.8211138248443604,2.1645901203155518,0.5722050070762634,0.9159839153289795,0.6547154188156128,0.6461141705513,0.6805084347724915,1.4119638204574585,0.11166312545537949,0.29748693108558655,0.08138565719127655,1.0,0.0
1,4,0,1.7265417575836182,2.0618114471435547,0.5473757982254028,0.845030665397644,0.6547154188156128,0.6461141705513,0.6805084347724915,1.3452211618423462,0.10683263838291168,0.27448803186416626,0.09635883569717407,1.0,0.0
1,5,0,1.994543194770813,2.29416561126709,0.7087416648864746,1.101413369178772,0.6547141075134277,0.6461141705513,0.6805084347724915,1.498293161392212,0.13825121521949768,0.3579987585544586,0.06855612248182297,1.0,0.0
1,6,0,2.1307191848754883,2.390979766845703,0.8536299467086792,1.3013415336608887,0.6461155414581299,0.6461141705513,0.6461195945739746,1.5448483228683472,0.16546288132667542,0.4204079806804657,0.08447180688381195,1.0,0.0
1,7,0,2.0587000846862793,2.3707005977630615,0.7176851034164429,1.1423296928405762,0.6547141075134277,0.6461141705513,0.6805084347724915,1.5475513935089111,0.1399766206741333,0.37117186188697815,0.060601163655519485,1.0,0.0
1,8,0,2.3459856510162354,2.627694606781006,0.9076351523399353,1.4618467092514038,0.6461155414581299,0.6461141705513,0.6461195945739746,1.697793960571289,0.17593100666999817,0.47226062417030334,0.05869517847895622,1.0,0.0
1,9,0,2.064263343811035,2.017129898071289,0.5673478841781616,0.8191136121749878,0.8757334351539612,0.6461141705513,1.5645804405212402,1.6290627717971802,0.13591867685317993,0.29928192496299744,0.0779745876789093,1.0,0.0
1,10,0,1.987215280532837,2.2488274574279785,0.8004162907600403,1.1733661890029907,0.6461155414581299,0.6461141705513,0.6461195945739746,1.4530022144317627,0.15514828264713287,0.37906476855278015,0.08935094624757767,1.0,0.0
1,11,0,1.9671578407287598,2.2838149070739746,0.7065029144287109,1.0976405143737793,0.6461168527603149,0.6461141705513,0.6461195945739746,1.4756112098693848,0.13694486021995544,0.3546016812324524,0.08031107485294342,1.0,5.960464477539063e-08
1,12,0,2.1037991046905518,2.318664073944092,0.9148744940757751,1.3259063959121704,0.6461141705513,0.6461141705513,0.6461141705513,1.498121738433838,0.1773340106010437,0.42834344506263733,0.09398467093706131,1.0,0.0
1,13,0,2.0232882499694824,2.3926644325256348,0.6416232585906982,1.0926063060760498,0.6461182236671448,0.6461141705513,0.6461195945739746,1.545943260192871,0.12436915934085846,0.35297584533691406,0.06560992449522018,1.0,0.0
1,14,0,1.98403000831604,2.2967801094055176,0.7189590334892273,1.116464376449585,0.6461168527603149,0.6461141705513,0.6461195945739746,1.483987808227539,0.1393592655658722,0.36068278551101685,0.07861899584531784,1.0,0.0
1,15,0,2.2041258811950684,2.4788851737976074,0.8661891222000122,1.345216989517212,0.6461155414581299,0.6461141705513,0.6461195945739746,1.601646065711975,0.16789734363555908,0.43458253145217896,0.06900926679372787,1.0,0.0
1,16,0,1.6815509796142578,1.9285175800323486,0.6841926574707031,0.9375595450401306,0.6461155414581299,0.6461141705513,0.6461195945739746,1.2460451126098633,0.13262014091014862,0.3028857111930847,0.11077746003866196,1.0,0.0
1,17,0,2.1795296669006348,2.5050137042999268,0.7737419009208679,1.2722806930541992,0.6461168527603149,0.6461141705513,0.6461195945739746,1.6185309886932373,0.14997810125350952,0.41102051734924316,0.061918631196022034,1.0,5.960464477539063e-08
1,18,0,2.0482640266418457,2.3155996799468994,0.8139358758926392,1.220680832862854,0.6461155414581299,0.6461141705513,0.6461195945739746,1.4961447715759277,0.1577688753604889,0.39435020089149475,0.08495063334703445,1.0,0.0
1,19,0,2.0788004398345947,2.349604845046997,0.8171386122703552,1.2452716827392578,0.6461155414581299,0.6461141705513,0.6461195945739746,1.5181162357330322,0.15838965773582458,0.4022945165634155,0.08460140228271484,1.0,0.0
1,20,0,2.016146183013916,2.3216915130615234,0.7104723453521729,1.1086006164550781,0.6547141075134277,0.6461141705513,0.6805084347724915,1.5169868469238281,0.13862353563308716,0.36053603887557983,0.064116470515728,1.0,0.0
1,21,0,2.024200439453125,2.284080982208252,0.815973699092865,1.2080109119415283,0.6461155414581299,0.6461141705513,0.6461195945739746,1.4757797718048096,0.15816384553909302,0.3902568817138672,0.08853495866060257,1.0,0.0
1,22,0,2.0696938037872314,1.9788872003555298,0.634964644908905,0.8723433017730713,0.8757320642471313,0.6461141705513,1.5645804405212402,1.6049220561981201,0.14853134751319885,0.31624042987823486,0.0897717997431755,1.0,0.0
1,23,0,1.9158921241760254,2.2675821781158447,0.596087634563446,0.980866014957428,0.6547154188156128,0.6461141705513,0.6805084347724915,1.4805734157562256,0.1163916289806366,0.31892696022987366,0.06434839218854904,1.0,0.0
1,24,0,1.9922168254852295,2.370518684387207,0.6206068396568298,1.0533249378204346,0.6461182236671448,0.6461141705513,0.6461195945739746,1.5316352844238281,0.12029547989368439,0.34028592705726624,0.06654852628707886,1.0,0.0
1,25,0,2.0570173263549805,2.0584678649902344,0.7211369276046753,1.0343457460403442,0.8502563238143921,0.6461141705513,1.4626774787902832,1.5231804847717285,0.16691043972969055,0.3669264316558838,0.06697413325309753,1.0,0.0
1,26,0,2.137660026550293,2.460599899291992,0.7616019248962402,1.2387887239456177,0.6461168527603149,0.6461141705513,0.6461195945739746,1.5898345708847046,0.1476249396800995,0.40020063519477844,0.0653330534696579,1.0,0.0
1,27,0,2.138030529022217,2.407484292984009,0.8491747379302979,1.2936346530914307,0.6461155414581299,0.6461141705513,0.6461195945739746,1.5555126667022705,0.16459935903549194,0.4179183840751648,0.07432448118925095,1.0,0.0
1,28,0,2.330866575241089,2.2478866577148438,0.7262330055236816,1.086871862411499,0.8757320642471313,0.6461141705513,1.5645804405212402,1.780282735824585,0.16536977887153625,0.38521406054496765,0.06299374252557755,1.0,0.0
1,29,0,2.074471950531006,2.3869757652282715,0.7482770085334778,1.1984399557113647,0.6461168527603149,0.6461141705513,0.6461195945739746,1.542264461517334,0.1450420767068863,0.38716548681259155,0.07900356501340866,1.0,0.0
1,30,0,2.1566741466522217,2.050292491912842,0.6597859263420105,0.925083339214325,0.8843293190002441,0.6461141705513,1.5645804405212402,1.6694141626358032,0.15259546041488647,0.33466464281082153,0.06787144392728806,1.0,0.0
1,31,0,2.271827220916748,2.4927682876586914,0.9758694171905518,1.4612202644348145,0.6461141705513,0.6461141705513,0.6461141705513,1.6106128692626953,0.1891569197177887,0.4720575213432312,0.07498767226934433,1.0,0.0
1,32,0,2.306173086166382,2.5861010551452637,0.8971289992332458,1.4281005859375,0.6461155414581299,0.6461141705513,0.6461195945739746,1.6709198951721191,0.17389455437660217,0.4613586664199829,0.06081073358654976,1.0,5.960464477539063e-08
1,33,1,2.16084361076355,2.4932546615600586,0.7603344917297363,1.2459999322891235,0.6461168527603149,0.6461141705513,0.6461195945739746,1.610933780670166,0.1473793089389801,0.4025304317474365,0.06085467338562012,1.0,0.0
1,34,1,1.7475996017456055,2.040724754333496,0.6211309432983398,0.9007308483123779,0.6547141075134277,0.6461141705513,0.6805084347724915,1.3334639072418213,0.12122175097465515,0.29291391372680664,0.09234381467103958,1.0,0.0
1,35,1,2.1807804107666016,2.4344632625579834,0.8551531434059143,1.3142578601837158,0.6547127366065979,0.6461141705513,0.6805084347724915,1.5877281427383423,0.16657690703868866,0.4264751970767975,0.06344427913427353,1.0,0.0
1,36,1,1.690212368965149,2.01652455329895,0.5159960985183716,0.7731881737709045,0.6633126735687256,0.6461141705513,0.6805084347724915,1.3344371318817139,0.10174230486154556,0.25403299927711487,0.07405340671539307,1.0,0.0
1,37,1,1.9511282444000244,2.3054914474487305,0.603600263595581,1.0038920640945435,0.6547154188156128,0.6461141705513,0.6805084347724915,1.5065128803253174,0.11790788173675537,0.3267074227333069,0.061430878937244415,1.0,0.0
1,38,1,2.093038320541382,2.341301918029785,0.8293024897575378,1.2479740381240845,0.6547127366065979,0.6461141705513,0.6805084347724915,1.5266566276550293,0.1615237444639206,0.404857873916626,0.07403601706027985,1.0,0.0
1,39,1,1.8614773750305176,2.286301612854004,0.4951270818710327,0.8923418521881104,0.6461195945739746,0.6461195945739746,0.6461195945739746,1.4772241115570068,0.09597339481115341,0.28827977180480957,0.06829702854156494,1.0,0.0
1,40,1,2.277963638305664,2.2550997734069824,0.6121044158935547,0.9769378900527954,0.8757334351539612,0.6461141705513,1.5645804405212402,1.7851041555404663,0.14318087697029114,0.34967854619026184,0.05607182905077934,1.0,0.0
1,41,1,2.0915956497192383,2.4140172004699707,0.7470594644546509,1.1980907917022705,0.6461168527603149,0.6461141705513,0.6461195945739746,1.559736967086792,0.1448061168193817,0.3870529532432556,0.06759466230869293,1.0,0.0
1,42,1,2.1427419185638428,2.4079928398132324,0.8502020835876465,1.3065857887268066,0.6461155414581299,0.6461141705513,0.6461195945739746,1.5558409690856934,0.16479846835136414,0.42210227251052856,0.07936474680900574,1.0,0.0
1,43,1,2.033275604248047,2.3497724533081055,0.7335137724876404,1.1541820764541626,0.6461168527603149,0.6461141705513,0.6461195945739746,1.518227219581604,0.14218047261238098,0.37286779284477234,0.07346978783607483,1.0,0.0
1,44,1,1.575040578842163,1.9559595584869385,0.4166448712348938,0.6643221378326416,0.6547167897224426,0.6461195945739746,0.6805084347724915,1.277305006980896,0.08151756227016449,0.21621790528297424,0.09101616591215134,1.0,0.0
1,45,1,2.2197184562683105,2.4382882118225098,0.9526400566101074,1.4228184223175049,0.6461141705513,0.6461141705513,0.6461141705513,1.575412631034851,0.18465428054332733,0.4596515893936157,0.08586159348487854,1.0,0.0
1,46,1,2.162654399871826,2.480863332748413,0.7738384008407593,1.2682894468307495,0.6461168527603149,0.6461141705513,0.6461195945739746,1.6029266119003296,0.14999675750732422,0.4097309410572052,0.06784804165363312,1.0,0.0
1,47,1,1.8741399049758911,2.1708550453186035,0.6692000031471252,1.0009602308273315,0.6547141075134277,0.6461141705513,0.6805084347724915,1.418140172958374,0.13056603074073792,0.3254336416721344,0.07694440335035324,1.0,0.0
1,48,1,1.9264600276947021,2.220365524291992,0.6919896602630615,1.0513544082641602,0.6547141075134277,0.6461141705513,0.6805084347724915,1.4498428106307983,0.13497070968151093,0.3416464924812317,0.0754997506737709,1.0,0.0
1,49,1,2.1432676315307617,2.410604476928711,0.8526248931884766,1.3015358448028564,0.6461155414581299,0.6461141705513,0.6461195945739746,1.5575286149978638,0.16526809334754944,0.42047086358070374,0.07546153664588928,1.0,5.960464477539063e-08
1,50,1,2.030755043029785,2.335653305053711,0.7174814939498901,1.1254513263702393,0.6547141075134277,0.6461141705513,0.6805084347724915,1.5250569581985474,0.13994351029396057,0.36575445532798767,0.06283000111579895,1.0,0.0
1,51,1,2.282273769378662,2.1681456565856934,0.8134602904319763,1.12593674659729,0.8502563238143921,0.6461141705513,1.4626774787902832,1.6596596240997314,0.20271016657352448,0.4199039340019226,0.07765521109104156,1.0,0.0
1,52,1,2.4929089546203613,1.8685541152954102,0.7834641933441162,0.869451642036438,1.062994360923767,0.6461141705513,1.4626774787902832,1.8118844032287598,0.26039308309555054,0.42063167691230774,0.08508550375699997,1.0,5.960464477539063e-08
1,53,1,1.9287043809890747,2.1902709007263184,0.7725273966789246,1.126096248626709,0.6461155414581299,0.6461141705513,0.6461195945739746,1.415168046951294,0.1497424840927124,0.36379390954971313,0.09873127937316895,1.0,0.0
1,54,1,2.0320382118225098,2.2808408737182617,0.8064731955528259,1.1904054880142212,0.6547127366065979,0.6461141705513,0.6805084347724915,1.4884413480758667,0.15713970363140106,0.38645702600479126,0.07522228360176086,1.0,0.0
1,55,1,2.60490083694458,2.4514315128326416,0.9135293960571289,1.3654916286468506,0.8757307529449463,0.6461141705513,1.5645804405212402,1.9150288105010986,0.2092898190021515,0.4805823564529419,0.06905201822519302,1.0,0.0
1,56,1,1.7731235027313232,2.1870365142822266,0.47795403003692627,0.8276844024658203,0.6461195945739746,0.6461195945739746,0.6461195945739746,1.413087248802185,0.09264463931322098,0.267391562461853,0.07498304545879364,1.0,0.0
