split,scenario_canonical,n,Accuracy,Exact Match,MAE_label,MAE_expected,RMSE_label,Signed Bias label,Signed Bias expected,Macro-F1,Weighted-F1,Quadratic Weighted Kappa,Kendall tau,Spearman rho,Within-1 Accuracy,Acc@1,Acc@2,Acc@5,low_n,low_exact_match,low_MAE,low_signed_bias,low_to_high_rate,low_severe_overestimation_rate,mean_pred_low,high_n,high_to_mid_or_low_rate,high_signed_bias,MAE_score,severe_error_rate,pred_label_1_rate,pred_label_2_rate,pred_label_3_rate,pred_label_4_rate,pred_label_5_rate,monotonic_violation_rate
dev,Automatic Grading,76,0.4868421052631579,0.4868421052631579,0.6798245614035088,0.6083847083163595,0.9528351047490354,-0.1271929824561404,-0.16732689134343615,0.26426450742240215,0.5090666950777754,0.2878297084683017,0.35041743191044833,0.41836382266511807,0.881578947368421,0.0,0.0,0.5294117647058824,5,0.0,1.8,1.8,0.6,0.6,3.6,34,0.17647058823529413,-0.4803921568627453,0.6083847083163595,0.11842105263157894,0.0,0.013157894736842105,0.23684210526315788,0.4473684210526316,0.3026315789473684,0.2631578947368421
dev,Emotional Support,125,0.72,0.72,0.3226666666666666,0.30085473821686415,0.4609169604651628,-0.09866666666666667,-0.13984334621766423,0.3787896570237099,0.730035234040428,0.6770904146838885,0.6953667321256162,0.7757964603387586,0.992,nan,0.0,0.7391304347826086,1,0.0,0.6666666666666665,0.6666666666666665,0.0,0.0,3.0,69,0.014492753623188406,-0.14975845410628033,0.30085473821686415,0.008,0.0,0.0,0.112,0.464,0.424,0.288
dev,Error Correction,174,0.5862068965517241,0.5862068965517241,0.7068965517241379,0.6716344897485217,1.1017807483202333,0.6034482758620688,0.5614825317808998,0.2810633293391914,0.5100055040602008,0.38990557623104605,0.4210393888708796,0.4786255591914641,0.8160919540229885,0.0,0.0,0.945054945054945,26,0.0,2.1794871794871793,2.1794871794871793,0.6153846153846154,0.7692307692307693,4.076923076923077,91,0.0,0.10256410256410244,0.6716344897485217,0.1839080459770115,0.0,0.0,0.10344827586206896,0.14367816091954022,0.7528735632183908,0.3563218390804598
dev,Idea Provision,160,0.70625,0.70625,0.3895833333333333,0.35169571407368494,0.5329425651773161,0.08125000000000002,0.062033862387579575,0.339735371044669,0.6914442727832196,0.5562950637825845,0.5085685371977814,0.5714317178601633,0.99375,nan,nan,0.759493670886076,0,nan,nan,nan,nan,nan,nan,79,0.0,-0.05907172995780607,0.35169571407368494,0.00625,0.0,0.0,0.01875,0.50625,0.475,0.1
dev,Personalized Content Creation,75,0.72,0.72,0.391111111111111,0.32044129903195423,0.5388602512436508,0.08000000000000007,0.05554365626769145,0.2936454849498327,0.7258416945373466,0.44444444444444453,0.46271177066051905,0.5190140766314714,0.9866666666666667,nan,nan,0.8064516129032258,0,nan,nan,nan,nan,nan,nan,31,0.0,-0.010752688172043173,0.32044129903195423,0.013333333333333334,0.0,0.0,0.02666666666666667,0.4666666666666667,0.5066666666666667,0.2
dev,Personalized Learning Support,98,0.6020408163265306,0.6020408163265306,0.45918367346938777,0.41480924412596265,0.5822390124113087,0.24829931972789118,0.24714819930527887,0.31578231292517006,0.5807024850756629,0.49322826889928584,0.5257710648441742,0.5986228310046077,0.9897959183673469,nan,nan,0.7428571428571429,0,nan,nan,nan,nan,nan,nan,35,0.0,-0.028571428571428775,0.41480924412596265,0.01020408163265306,0.0,0.0,0.04081632653061224,0.5204081632653061,0.4387755102040816,0.25510204081632654
dev,Question Answering,104,0.6826923076923077,0.6826923076923077,0.6217948717948717,0.5804309554721006,1.0169503597462533,0.24358974358974347,0.17631628616384315,0.39855072463768115,0.6756201226309921,0.7357495565463349,0.43521360389900765,0.5007656096540446,0.8461538461538461,0.8461538461538461,0.0,0.8507462686567164,18,0.6111111111111112,0.9444444444444444,0.9444444444444444,0.2777777777777778,0.2777777777777778,2.2222222222222223,67,0.05970149253731343,-0.009950248756219082,0.5804309554721006,0.15384615384615385,0.10576923076923077,0.04807692307692308,0.04807692307692308,0.11538461538461539,0.6826923076923077,0.5673076923076923
dev,Question Generation,120,0.6333333333333333,0.6333333333333333,0.45555555555555555,0.43317372103628665,0.7613341116944844,-0.04444444444444443,-0.03848427597379467,0.3775284482133797,0.625569085066802,0.5848092923634567,0.5422302887793717,0.6136063575642106,0.95,nan,0.2857142857142857,0.8285714285714286,7,0.2857142857142857,0.619047619047619,0.619047619047619,0.0,0.0,2.7142857142857144,70,0.07142857142857142,-0.17619047619047631,0.43317372103628665,0.05,0.008333333333333333,0.058333333333333334,0.13333333333333333,0.16666666666666666,0.6333333333333333,0.43333333333333335
dev,Teaching Material Generation,175,0.64,0.64,0.4609523809523809,0.3952970020844978,0.6324555320336759,0.1180952380952381,0.12127582972542206,0.2698837209302326,0.6130232558139534,0.3054899366909193,0.36001449093845833,0.4037878442444854,0.96,nan,nan,0.675,0,nan,nan,nan,nan,nan,nan,80,0.0,-0.11666666666666685,0.3952970020844978,0.04,0.0,0.0,0.011428571428571429,0.5314285714285715,0.45714285714285713,0.21142857142857144
test,Automatic Grading,116,0.46551724137931033,0.46551724137931033,0.7499999999999998,0.6928076574555212,0.9723180029448055,-0.2040229885057471,-0.23531389219334967,0.2606019358741682,0.45583982623026054,0.2695536897923112,0.23951195731507452,0.2799268765829696,0.8793103448275862,nan,0.0,0.34146341463414637,7,0.0,1.619047619047619,1.619047619047619,0.5714285714285714,0.5714285714285714,3.7142857142857144,41,0.21951219512195122,-0.7235772357723579,0.6928076574555212,0.1206896551724138,0.008620689655172414,0.02586206896551724,0.23275862068965517,0.5948275862068966,0.13793103448275862,0.13793103448275862
test,Emotional Support,149,0.6577181208053692,0.6577181208053692,0.41163310961968674,0.3785459752998577,0.5856855737934297,-0.013422818791946374,-0.04442528191228604,0.35197074475653833,0.6675890819795058,0.565098177958606,0.5866566101660098,0.6547680912565962,0.9664429530201343,nan,0.0,0.6703296703296703,2,0.0,1.5,1.5,0.5,0.5,3.5,91,0.02197802197802198,-0.16849816849816868,0.3785459752998577,0.03355704697986577,0.0,0.0,0.08053691275167785,0.48322147651006714,0.436241610738255,0.19463087248322147
test,Error Correction,139,0.6402877697841727,0.6402877697841727,0.4148681055155875,0.40707291971696136,0.5910334538460136,-0.11270983213429257,-0.15131026747532086,0.3290677674578603,0.6517535197847913,0.46687902229734124,0.4631839705475838,0.5174160419285515,0.9784172661870504,nan,0.0,0.6363636363636364,1,0.0,2.0,2.0,1.0,1.0,4.0,88,0.011363636363636364,-0.26136363636363646,0.40707291971696136,0.02158273381294964,0.0,0.0,0.050359712230215826,0.4892086330935252,0.460431654676259,0.3237410071942446
test,Idea Provision,160,0.725,0.725,0.3604166666666666,0.37684347163661486,0.5342440141608201,-0.14375000000000004,-0.19111529402016464,0.37483616226009736,0.7482047364400306,0.5881383855024711,0.4829018480040633,0.5261404539828202,0.9875,nan,nan,0.7155172413793104,0,nan,nan,nan,nan,nan,nan,116,0.008620689655172414,-0.163793103448276,0.37684347163661486,0.0125,0.0,0.00625,0.05625,0.39375,0.54375,0.175
test,Personalized Content Creation,45,0.6666666666666666,0.6666666666666666,0.4,0.3659009435852231,0.5708992257184502,0.29629629629629645,0.2411118534928258,0.27967479674796747,0.6290876242095753,0.5354439091534756,0.5344025062397102,0.5989909161286492,1.0,nan,nan,1.0,0,nan,nan,nan,nan,nan,nan,15,0.0,0.08888888888888881,0.3659009435852231,0.0,0.0,0.0,0.0,0.4222222222222222,0.5777777777777777,0.28888888888888886
test,Personalized Learning Support,124,0.75,0.75,0.33602150537634407,0.3131106557866197,0.4817456310612427,0.13172043010752688,0.1434078518247774,0.4175792361883574,0.740151422727762,0.7239392352016762,0.6700896613448716,0.7534092224667946,0.9919354838709677,nan,0.0,0.8833333333333333,1,0.0,0.6666666666666665,0.6666666666666665,0.0,0.0,3.0,60,0.0,0.0444444444444443,0.3131106557866197,0.008064516129032258,0.0,0.0,0.08870967741935484,0.3870967741935484,0.5241935483870968,0.4596774193548387
