variant,seed,stratum_type,stratum_value,n,MAE,QWK,Exact_Match,Kendall_tau,Signed_Bias,abs_Signed_Bias,Bin_Agreement,expected_score_MAE,human_CE,human_Brier,human_RPS,low_n,low_to_high_count,low_to_high_rate,high_n,high_to_low_count,high_to_low_rate,label1_recall,pred_count_1,label2_recall,pred_count_2,label3_recall,pred_count_3,label4_recall,pred_count_4,label5_recall,pred_count_5
E0,42,metric,Basic Factual Accuracy,322,0.2080745341614907,0.06514657980456018,0.8540372670807453,0.2043563226649747,0.18944099378881987,0.18944099378881987,0.9565217391304348,0.3015153170593979,2.6339162191747834,0.2766767995873404,0.051273964618998226,6,6,1.0,308,0,0.0,0.0,0,0.0,0,0.0,0,0.11764705882352941,8,0.9890510948905109,314
E0,42,metric,"Clarity, Simplicity & Inspiration",187,0.48663101604278075,0.11195629333893675,0.5614973262032086,0.15500747321196232,0.0374331550802139,0.0374331550802139,0.9197860962566845,0.48190207852492073,2.863488356929625,0.5508794186103241,0.08031955333331967,3,3,1.0,172,0,0.0,nan,0,0.0,0,0.0,0,0.7282608695652174,118,0.475,69
E0,42,metric,Content Relevance & Scope Control,312,0.28525641025641024,0.27163311890433706,0.7692307692307693,0.4153823312118722,0.18269230769230768,0.18269230769230768,0.9455128205128205,0.3704150586887107,2.660109216361809,0.3425021062493519,0.059103000300409575,4,4,1.0,296,0,0.0,0.0,0,0.0,0,0.0,1,0.4675324675324675,55,0.9315068493150684,256
E0,42,metric,Domain Knowledge Accuracy,137,0.34306569343065696,0.4117313457020174,0.6788321167883211,0.4243468040029087,-0.021897810218978103,0.021897810218978103,0.927007299270073,0.3780819669726018,1.9144992762314101,0.4072001706661412,0.05720247790054348,0,0,nan,125,0,0.0,nan,0,nan,0,0.16666666666666666,2,0.859375,87,0.5901639344262295,48
E0,42,metric,Error Identification & Correction Precision,134,0.7089552238805971,0.06796671536555932,0.5970149253731343,0.20628970610520653,0.2462686567164179,0.2462686567164179,0.7985074626865671,0.6962119303859934,3.0260972442593124,0.5552075783109303,0.13719321201034634,11,11,1.0,114,6,0.05263157894736842,0.0,1,0.0,5,0.0,1,0.41379310344827586,32,0.8,95
E0,42,metric,Higher-Order Thinking & Skill Development,178,0.5224719101123596,0.41676303761220335,0.550561797752809,0.3891113075569691,-0.11797752808988764,0.11797752808988764,0.6853932584269663,0.5304424738930428,2.5538348006629765,0.5459123587518888,0.08506340586510218,7,1,0.14285714285714285,124,0,0.0,nan,0,0.0,2,0.48936170212765956,54,0.75,98,0.375,24
E0,42,metric,Instruction Following & Task Completion,490,0.41836734693877553,0.33237214740826626,0.6408163265306123,0.40374601552009887,0.16938775510204082,0.16938775510204082,0.8857142857142857,0.442587254425288,2.487220871039918,0.44363921672052714,0.07253897020783638,10,10,1.0,442,1,0.0022624434389140274,nan,0,0.0,1,0.02631578947368421,9,0.5806451612903226,188,0.80078125,292
E0,42,metric,"Motivation, Guidance & Positive Feedback",186,0.5376344086021505,0.34405416842996195,0.5645161290322581,0.43167103541602014,0.12903225806451613,0.12903225806451613,0.7258064516129032,0.5242186264003413,3.0264892844661873,0.5036717120453204,0.08713022996978426,13,10,0.7692307692307693,141,2,0.014184397163120567,0.0,0,0.0,2,0.1875,19,0.7831325301204819,121,0.5862068965517241,44
E0,42,metric,"Personalization, Adaptation & Learning Support",163,0.3496932515337423,0.5754646183728425,0.656441717791411,0.5677160275553396,-0.04294478527607362,0.04294478527607362,0.8343558282208589,0.38311399153210174,2.781046891457964,0.4518601732462178,0.058259809779049126,1,0,0.0,137,0,0.0,nan,0,0.0,0,0.28,16,0.8266666666666667,103,0.6129032258064516,44
E0,42,metric,Reasoning Process Rigor,195,0.6974358974358974,0.3201180936313792,0.48205128205128206,0.3088303791523776,0.1641025641025641,0.1641025641025641,0.764102564102564,0.6398242266140429,2.6730567671172887,0.6076201901622658,0.11777083066059994,16,10,0.625,154,2,0.012987012987012988,0.23076923076923078,5,0.0,0,0.08,13,0.6086956521739131,102,0.5529411764705883,75
E0,42,metric,Role & Tone Consistency,99,0.20202020202020202,0.6108490566037736,0.797979797979798,0.6141850239840743,-0.020202020202020204,0.020202020202020204,0.98989898989899,0.29469847527436177,2.40778332733095,0.2998804131776687,0.03796278086431854,0,0,nan,98,0,0.0,nan,0,nan,0,0.0,0,0.8367346938775511,53,0.7755102040816326,46
E0,42,metric,Scenario Element Integration,251,0.32669322709163345,0.580602978568834,0.6892430278884463,0.5892609223063809,0.0,0.0,0.8764940239043825,0.3662294327464,2.353558410618929,0.42079840569188104,0.05662006304695441,5,2,0.4,216,0,0.0,nan,0,0.0,0,0.3,17,0.8571428571428571,153,0.6538461538461539,81
E0,42,subject,Applied Economics,55,0.2909090909090909,0.467741935483871,0.7272727272727273,0.4611086429809713,0.10909090909090909,0.10909090909090909,0.9818181818181818,0.3638144106046008,2.2653316999254085,0.356259258166685,0.05204859344810027,0,0,nan,53,0,0.0,nan,0,nan,0,0.5,1,0.6666666666666666,23,0.8076923076923077,31
E0,42,subject,Aquaculture,143,0.2937062937062937,0.630360709669839,0.7132867132867133,0.6220234635592896,-0.11188811188811189,0.11188811188811189,0.9090909090909091,0.34492132569694695,2.147720939494167,0.3961184183251455,0.0520898680889346,0,0,nan,129,0,0.0,nan,0,nan,0,0.42857142857142855,11,0.8235294117647058,73,0.6923076923076923,59
E0,42,subject,Automation,47,0.2978723404255319,0.21666666666666656,0.8085106382978723,0.4378454042031248,0.1276595744680851,0.1276595744680851,0.8936170212765957,0.3931154117578418,3.3029544367855324,0.33709859653409513,0.06083977962112238,1,1,1.0,44,0,0.0,nan,0,0.0,0,0.0,2,0.5555555555555556,6,0.9428571428571428,39
E0,42,subject,Basic Medicine,159,0.6792452830188679,0.16052176227871695,0.5723270440251572,0.3379596883620023,0.5283018867924528,0.5283018867924528,0.779874213836478,0.708804107598543,4.0481069885961,0.6071416511048419,0.1386143483845535,13,13,1.0,124,0,0.0,0.0,0,0.0,1,0.09090909090909091,4,0.5272727272727272,52,0.8695652173913043,102
E0,42,subject,Biology,130,0.4230769230769231,0.4614966725519489,0.6,0.43745656753207335,0.06923076923076923,0.06923076923076923,0.8846153846153846,0.43527216247751876,3.276710145905529,0.48524367825011644,0.06536347752644245,3,1,0.3333333333333333,119,1,0.008403361344537815,nan,0,0.0,1,0.0,5,0.5892857142857143,59,0.7142857142857143,65
E0,42,subject,Business Administration,123,0.7967479674796748,0.2081375136805511,0.5203252032520326,0.29348207036185525,0.2926829268292683,0.2926829268292683,0.6341463414634146,0.8140088603497284,4.353164700114391,0.7245434776903904,0.16350500024862985,19,13,0.6842105263157895,87,4,0.04597701149425287,0.0,0,0.0,4,0.17647058823529413,17,0.6451612903225806,42,0.7321428571428571,60
E0,42,subject,Chemistry,140,0.4357142857142857,0.404491833030853,0.6071428571428571,0.42567097057941006,0.05,0.05,0.8714285714285714,0.43796411873547597,2.3714884529702718,0.4640855832520846,0.0692316549648577,1,1,1.0,124,1,0.008064516129032258,nan,1,0.0,0,0.13333333333333333,5,0.6226415094339622,65,0.704225352112676,69
E0,42,subject,Chinese,84,0.36904761904761907,0.5176470588235293,0.6785714285714286,0.5594710504942947,0.17857142857142858,0.17857142857142858,0.8690476190476191,0.4365847836746382,2.7113658921431436,0.4718657378072094,0.0746206532350597,2,2,1.0,71,0,0.0,nan,0,0.0,0,0.36363636363636365,6,0.6571428571428571,36,0.8333333333333334,42
E0,42,subject,Clinical Medicine,64,0.203125,0.7166212534059946,0.796875,0.7069522539432278,-0.046875,0.046875,0.953125,0.2282056703481646,1.5418383854018898,0.2691820666053833,0.03369516742509485,0,0,nan,59,0,0.0,nan,0,nan,0,0.4,2,0.9130434782608695,32,0.7777777777777778,30
E0,42,subject,Computer Science,95,0.37894736842105264,0.4147414741474148,0.6947368421052632,0.5038600951387606,-0.06315789473684211,0.06315789473684211,0.9052631578947369,0.39885162781791833,1.9116232371576287,0.4075061907549651,0.06911440512888666,2,1,0.5,88,1,0.011363636363636364,0.0,0,nan,1,0.2,4,0.7777777777777778,40,0.7213114754098361,50
E0,42,subject,Crop Science,98,0.5204081632653061,0.198165797518432,0.6020408163265306,0.3670453844309797,0.25510204081632654,0.25510204081632654,0.8163265306122449,0.5216596444142133,2.9657401965958456,0.4996906071614781,0.09413053671207208,4,4,1.0,80,0,0.0,0.0,0,0.0,0,0.0,0,0.7419354838709677,48,0.7346938775510204,50
E0,42,subject,English,95,0.2736842105263158,0.5972300734878462,0.7473684210526316,0.6070316884649388,0.14736842105263157,0.14736842105263157,0.9157894736842105,0.3113370357336469,2.167240430871265,0.3355192267849887,0.04779532414244629,1,0,0.0,86,0,0.0,nan,0,0.0,0,0.125,2,0.7058823529411765,35,0.8846153846153846,58
E0,42,subject,General Pedagogy,91,0.42857142857142855,0.4284572342126298,0.6373626373626373,0.48190710055722175,0.0989010989010989,0.0989010989010989,0.8461538461538461,0.47590925412741586,2.5506565233851948,0.47664518200651,0.07986319317296585,2,2,1.0,79,0,0.0,0.0,0,0.0,0,0.3,8,0.6111111111111112,38,0.7674418604651163,45
E0,42,subject,Geography,72,0.3611111111111111,0.496,0.6527777777777778,0.4882930436094717,0.25,0.25,0.9166666666666666,0.3538650075226587,2.235325489365393,0.3783962978886674,0.051441350956195106,1,0,0.0,66,0,0.0,nan,0,0.0,0,0.0,1,0.4444444444444444,20,0.8974358974358975,51
E0,42,subject,History,173,0.4277456647398844,0.4305247831866811,0.6416184971098265,0.4322457571055534,0.13872832369942195,0.13872832369942195,0.8670520231213873,0.44193122083614017,2.5277878255491038,0.4317194145537876,0.07103788476747214,6,5,0.8333333333333334,152,0,0.0,1.0,1,0.0,0,0.13333333333333333,7,0.6417910447761194,74,0.7647058823529411,91
E0,42,subject,Law,52,0.38461538461538464,0.46904913848117424,0.7115384615384616,0.5963909848845598,0.15384615384615385,0.15384615384615385,0.8269230769230769,0.42187727359348587,2.382317413758248,0.4229743605933357,0.0777113273584497,3,3,1.0,44,0,0.0,nan,0,0.0,0,0.2,3,0.7142857142857143,19,0.8666666666666667,30
E0,42,subject,Literature and Art,143,0.2937062937062937,0.6281690140845071,0.7272727272727273,0.653377111178665,-0.013986013986013986,0.013986013986013986,0.8811188811188811,0.35713441557472775,2.2920700755941037,0.36910095433341655,0.05214055551364123,2,0,0.0,131,0,0.0,0.0,0,nan,0,0.0,7,0.7916666666666666,64,0.7951807228915663,72
E0,42,subject,Mathematics,158,0.5063291139240507,0.4495972131504463,0.5949367088607594,0.4254065066556752,0.0379746835443038,0.0379746835443038,0.8417721518987342,0.5065246165187449,2.670039875671314,0.5021246748367566,0.08700471457796843,7,4,0.5714285714285714,132,2,0.015151515151515152,0.6666666666666666,4,0.0,0,0.21052631578947367,8,0.6521739130434783,70,0.6744186046511628,76
E0,42,subject,Military Science,86,0.313953488372093,0.5094048720320691,0.7441860465116279,0.5107282997089183,0.12790697674418605,0.12790697674418605,0.9069767441860465,0.37817874364039267,2.6201642184122016,0.3610239966158225,0.05950662466174623,0,0,nan,77,0,0.0,nan,0,nan,0,0.4444444444444444,7,0.5555555555555556,20,0.9,59
E0,42,subject,Physical Education,66,0.3484848484848485,0.5905707196029777,0.6666666666666666,0.5058002067083578,-0.045454545454545456,0.045454545454545456,0.9242424242424242,0.4332667643148075,2.950267408396004,0.44229172450755355,0.06575331289127155,1,0,0.0,59,0,0.0,nan,0,0.0,0,0.5,5,0.6470588235294118,25,0.7142857142857143,36
E0,42,subject,Physics,171,0.24561403508771928,0.6444263628966639,0.7660818713450293,0.637981325521402,0.03508771929824561,0.03508771929824561,0.9298245614035088,0.30779419977415295,1.99540012382964,0.2737256047897466,0.03779390960107744,0,0,nan,156,0,0.0,nan,0,nan,0,0.3333333333333333,7,0.7777777777777778,73,0.8279569892473119,91
E0,42,subject,Psychology,124,0.3709677419354839,0.40208430549074503,0.6774193548387096,0.47731034538439493,0.016129032258064516,0.016129032258064516,0.9193548387096774,0.3925755276669091,2.3285837502314006,0.4103198365173415,0.059936161556844135,2,2,1.0,120,1,0.008333333333333333,0.0,0,nan,1,0.0,5,0.6666666666666666,60,0.7368421052631579,58
E0,42,subject,Public Administration,119,0.3277310924369748,0.5164887083057734,0.6890756302521008,0.5157836437221485,-0.025210084033613446,0.025210084033613446,0.907563025210084,0.31592925936617366,1.7425810137621303,0.3706426849989081,0.04920949263490267,0,0,nan,110,0,0.0,nan,0,nan,0,0.2222222222222222,6,0.717391304347826,55,0.734375,58
E0,42,subject,Sociology,36,0.5555555555555556,0.41666666666666663,0.5277777777777778,0.430784012309623,0.0,0.0,0.7222222222222222,0.6014055063763561,3.0892378550456665,0.5572696722280908,0.09647433930962016,1,0,0.0,28,1,0.03571428571428571,nan,0,0.0,1,0.2857142857142857,6,0.5384615384615384,15,0.6666666666666666,14
E0,42,subject,Theoretical Economics,130,0.4076923076923077,0.41207564900740046,0.6615384615384615,0.5043145327657304,0.08461538461538462,0.08461538461538462,0.8461538461538461,0.4354435624637096,2.463033660679253,0.4700804829433729,0.0773906725858122,5,5,1.0,109,0,0.0,nan,0,0.0,1,0.125,3,0.8723404255319149,74,0.6935483870967742,52
E0,42,language,en,1341,0.39746457867263235,0.4159615870452371,0.6882923191648024,0.46189285856661344,0.08873974645786727,0.08873974645786727,0.8806860551826995,0.4365450674438663,2.7435050274551696,0.4182413348409121,0.07250794503760347,46,32,0.6956521739130435,1198,10,0.008347245409015025,0.3,5,0.0,10,0.1958762886597938,59,0.6155913978494624,427,0.8135593220338984,840
