variant,original_label_5,row_count,active_row_count,sample_weight_sum,weighted_target_mass_1,weighted_target_mass_2,weighted_target_mass_3,weighted_target_mass_4,weighted_target_mass_5
v3_selective_soft_audit,1,58,55,53.0081037277148,48.14262560777961,3.585089141004862,0.5121555915721232,0.0,0.7682333873581848
v3_selective_soft_audit,2,53,51,39.435980551053504,2.6888168557536467,25.735818476499187,0.5121555915721232,4.353322528363047,6.1458670988654776
v3_selective_soft_audit,3,297,297,269.3938411669366,1.2803889789303078,8.06645056726094,240.84116693679155,9.31461840850479,9.891216275449835
v3_selective_soft_audit,4,1163,1160,1170.019448946513,0.7682333873581848,1.152350081037277,1.8349423188491727,1159.5414581934588,6.722464965810517
v3_selective_soft_audit,5,1755,1755,1786.1426256077277,0.1280388978930308,1.6645056726094003,2.0698212404618634,4.812058108075343,1777.4682016886889
v3_safe16_original_low_anchor,1,58,55,53.0081037277148,48.910858995137794,3.585089141004862,0.5121555915721232,0.0,0.0
v3_safe16_original_low_anchor,2,53,51,39.435980551053504,2.6888168557536467,35.97893030794166,0.5121555915721232,0.0,0.2560777957860616
v3_safe16_original_low_anchor,3,297,297,269.3938411669366,1.2803889789303078,8.06645056726094,240.84116693679155,9.31461840850479,9.891216275449835
v3_safe16_original_low_anchor,4,1163,1160,1170.019448946513,0.7682333873581848,1.152350081037277,1.8349423188491727,1159.5414581934588,6.722464965810517
v3_safe16_original_low_anchor,5,1755,1755,1786.1426256077277,0.1280388978930308,1.6645056726094003,2.0698212404618634,4.812058108075343,1777.4682016886889
