objective_id,objective_type,objective_label,status,split,label_5,n,accuracy,MAE,signed_bias,mean_pred_label,mean_pred_expected,overestimation_rate,underestimation_rate
O1_classification,classification,classification,reused_exp03_a4,dev,1,6,0.5,1.277777777777778,1.277777777777778,2.3333333333333335,2.357047940856622,0.5,0.0
O1_classification,classification,classification,reused_exp03_a4,dev,2,14,0.14285714285714285,1.5238095238095237,1.476190476190476,3.5714285714285716,3.664480414852733,0.8571428571428571,0.0
O1_classification,classification,classification,reused_exp03_a4,dev,3,62,0.2903225806451613,0.8225806451612904,0.6827956989247309,3.8548387096774195,3.7894064579062277,0.7096774193548387,0.0
O1_classification,classification,classification,reused_exp03_a4,dev,4,237,0.7130801687763713,0.420534458509142,0.026722925457102854,4.147679324894515,4.107208212386424,0.21940928270042195,0.06751054852320675
O1_classification,classification,classification,reused_exp03_a4,dev,5,345,0.8434782608695652,0.24444444444444438,-0.024154589371980808,4.828985507246377,4.764710224507606,0.0,0.1565217391304348
O1_classification,classification,classification,reused_exp03_a4,test,1,56,0.3392857142857143,2.1785714285714284,2.1785714285714284,3.1785714285714284,3.0279941085682367,0.6607142857142857,0.0
O1_classification,classification,classification,reused_exp03_a4,test,2,47,0.3829787234042553,0.929078014184397,0.8439716312056735,2.9574468085106385,3.020095407326385,0.5957446808510638,0.02127659574468085
O1_classification,classification,classification,reused_exp03_a4,test,3,194,0.4020618556701031,0.7422680412371134,0.5498281786941579,3.6752577319587627,3.6691841309004407,0.5721649484536082,0.02577319587628866
O1_classification,classification,classification,reused_exp03_a4,test,4,720,0.7041666666666667,0.4,0.05740740740740759,4.159722222222222,4.12352183128516,0.22916666666666666,0.06666666666666667
O1_classification,classification,classification,reused_exp03_a4,test,5,1201,0.8509575353871773,0.2467388287538162,-0.017485428809325698,4.83180682764363,4.77602279549513,0.0,0.14904246461282264
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,1,6,0.0,2.9444444444444446,2.9444444444444446,4.0,4.130975047747294,1.0,0.0
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,2,14,0.0,1.976190476190476,1.976190476190476,4.071428571428571,3.9729005779538835,1.0,0.0
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,3,62,0.14516129032258066,0.7849462365591396,0.6989247311827954,3.870967741935484,3.806665051367975,0.8548387096774194,0.0
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,4,237,0.8945147679324894,0.3023909985935302,-0.15049226441631486,3.970464135021097,3.977054780042624,0.0379746835443038,0.06751054852320675
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,5,345,0.2956521739130435,0.6425120772946861,-0.5632850241545895,4.2898550724637685,4.2965456610140595,0.0,0.7043478260869566
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,1,56,0.0,3.107142857142857,3.107142857142857,4.107142857142857,4.308570883103779,1.0,0.0
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,2,47,0.0,1.8865248226950355,1.8865248226950355,4.0,3.998059394511771,1.0,0.0
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,3,194,0.18041237113402062,0.804123711340206,0.7457044673539517,3.8711340206185567,3.8490317187358425,0.8195876288659794,0.0
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,4,720,0.8777777777777778,0.3263888888888888,-0.1550925925925924,3.9472222222222224,3.9651083956162134,0.034722222222222224,0.0875
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,5,1201,0.3347210657785179,0.5936719400499585,-0.5203996669442132,4.328892589508743,4.351949911927502,0.0,0.6652789342214821
O3_ordinal,ordinal,ordinal,completed,dev,1,6,0.0,3.277777777777778,3.277777777777778,4.333333333333333,4.224778080979983,1.0,0.0
O3_ordinal,ordinal,ordinal,completed,dev,2,14,0.0,2.0476190476190474,2.0476190476190474,4.142857142857143,4.17153628383364,1.0,0.0
O3_ordinal,ordinal,ordinal,completed,dev,3,62,0.0,0.9408602150537632,0.9408602150537632,4.112903225806452,4.1210404835160706,1.0,0.0
O3_ordinal,ordinal,ordinal,completed,dev,4,237,0.9282700421940928,0.2770745428973275,-0.04922644163150474,4.071729957805907,4.146647583646111,0.07172995780590717,0.0
O3_ordinal,ordinal,ordinal,completed,dev,5,345,0.39710144927536234,0.548792270531401,-0.45603864734299526,4.397101449275362,4.324740659845048,0.0,0.6028985507246377
O3_ordinal,ordinal,ordinal,completed,test,1,56,0.0,3.9642857142857144,3.9642857142857144,4.964285714285714,4.522811841751848,1.0,0.0
O3_ordinal,ordinal,ordinal,completed,test,2,47,0.0,2.120567375886525,2.120567375886525,4.23404255319149,4.2223663116072085,1.0,0.0
O3_ordinal,ordinal,ordinal,completed,test,3,194,0.0,1.0137457044673537,1.0137457044673537,4.139175257731959,4.160161480730035,1.0,0.0
O3_ordinal,ordinal,ordinal,completed,test,4,720,0.8972222222222223,0.2958333333333333,0.0004629629629631439,4.102777777777778,4.1556960737643145,0.10277777777777777,0.0
O3_ordinal,ordinal,ordinal,completed,test,5,1201,0.43880099916736054,0.5215098529003609,-0.41049125728559543,4.438800999167361,4.3522349426477875,0.0,0.5611990008326395
