n,Accuracy,Exact Match,MAE_label,MAE_expected,RMSE_label,Signed Bias label,Signed Bias expected,Macro-F1,Weighted-F1,Quadratic Weighted Kappa,Kendall tau,Spearman rho,Within-1 Accuracy,Acc@1,Acc@2,Acc@5,low_n,low_exact_match,low_MAE,low_signed_bias,low_to_high_rate,low_severe_overestimation_rate,mean_pred_low,high_n,high_to_mid_or_low_rate,high_signed_bias,MAE_score,severe_error_rate,pred_label_1_rate,pred_label_2_rate,pred_label_3_rate,pred_label_4_rate,pred_label_5_rate,monotonic_violation_rate,split,loss,epoch,global_step
1107,0.5745257452574526,0.5745257452574526,0.6308340861186389,0.508698906903165,0.9746871578645696,0.5953026196928636,0.311187762474303,0.21176085176085174,0.4817790443806703,0.18514367529442144,0.3457593875728981,0.3911687244180689,0.8925022583559169,0.0,0.0,0.9784172661870504,57,0.0,2.9064327485380117,2.9064327485380117,0.9824561403508771,1.0,4.631578947368421,556,0.0,0.15167865707434036,0.508698906903165,0.10749774164408311,0.0,0.0,0.0009033423667570009,0.14995483288166214,0.8491418247515808,0.2104787714543812,dev,0.3175747632819543,1,26
1107,0.5835591689250226,0.5835591689250226,0.527250828063836,0.49480738459523455,0.7485809118001826,0.02981029810298102,-0.07893199017633162,0.3677694860743016,0.560778315853081,0.4427877193019508,0.4010551055857289,0.4506033362146263,0.947606142728094,0.2631578947368421,0.0,0.5341726618705036,57,0.08771929824561403,1.8187134502923974,1.8187134502923974,0.5263157894736842,0.6842105263157895,3.543859649122807,556,0.00539568345323741,-0.2979616306954438,0.49480738459523455,0.052393857271906055,0.004516711833785004,0.0036133694670280035,0.037037037037037035,0.6142728093947606,0.3405600722673893,0.05871725383920506,dev,0.28321426903172364,2,52
1107,0.6594399277326106,0.6594399277326106,0.47636254140319173,0.4172792892305203,0.7275703587417526,0.22944896115627822,0.16987922534265815,0.4512323477597159,0.6313730621344338,0.5220281848401142,0.4869378340614581,0.5463313533809087,0.9376693766937669,0.5263157894736842,0.0,0.7877697841726619,57,0.17543859649122806,1.7485380116959062,1.7485380116959062,0.6140350877192983,0.7017543859649122,3.473684210526316,556,0.0017985611510791368,-0.040767386091127254,0.4172792892305203,0.06233062330623306,0.009033423667570008,0.0,0.026196928635953028,0.4290876242095754,0.5356820234869015,0.14272809394760613,dev,0.2790543946216432,3,78
1107,0.6702800361336947,0.6702800361336947,0.48178259560373377,0.42047371128610467,0.7511909644696702,0.3143631436314363,0.25670142472715746,0.4467910303958039,0.6364876008609813,0.5179364874410408,0.49170309708731363,0.5510262029533096,0.9349593495934959,0.47368421052631576,0.0,0.8758992805755396,57,0.15789473684210525,1.8538011695906431,1.8538011695906431,0.5789473684210527,0.7017543859649122,3.5789473684210527,556,0.0017985611510791368,0.04736211031175045,0.42047371128610467,0.06504065040650407,0.008130081300813009,0.0,0.03071364046973803,0.33875338753387535,0.6224028906955736,0.22312556458897922,dev,0.3115542467495949,4,104
1107,0.6729900632339657,0.6729900632339657,0.46642577536886476,0.411906978061263,0.7123042159044,0.17253839205058719,0.11276074099425326,0.5011502990986493,0.6573603826733425,0.5821109840746902,0.507122078964288,0.5712170075089554,0.941282746160795,0.631578947368421,0.0,0.8039568345323741,57,0.21052631578947367,1.5380116959064325,1.5380116959064325,0.45614035087719296,0.5614035087719298,3.263157894736842,556,0.012589928057553957,-0.03537170263788984,0.411906978061263,0.05871725383920506,0.01084010840108401,0.0009033423667570009,0.07497741644083107,0.3785004516711834,0.5347786811201445,0.32339656729900634,dev,0.2954566799600026,5,130
1107,0.6847335140018067,0.6847335140018067,0.4561878952122854,0.4110453492954883,0.693888666488711,0.17615176151761516,0.12405516477507836,0.5172386493773421,0.6669501160948559,0.6007027283363575,0.5226557125358231,0.5869627071549416,0.9421860885275519,0.6842105263157895,0.02631578947368421,0.8057553956834532,57,0.24561403508771928,1.4678362573099413,1.4678362573099413,0.49122807017543857,0.5964912280701754,3.192982456140351,556,0.007194244604316547,-0.028177458033573296,0.4110453492954883,0.057813911472448055,0.011743450767841012,0.0018066847335140017,0.056910569105691054,0.4046973803071364,0.5248419150858176,0.4137308039747064,dev,0.30711883080037805,6,156
1107,0.6811201445347786,0.6811201445347786,0.4616079494128274,0.41120689360854124,0.7097632890817572,0.2140921409214092,0.16882181056761178,0.5209191612133577,0.660200909389534,0.5781164561995887,0.5028627995690672,0.5639491437279054,0.940379403794038,0.6842105263157895,0.05263157894736842,0.8183453237410072,57,0.2631578947368421,1.5380116959064325,1.5380116959064325,0.5087719298245614,0.6140350877192983,3.263157894736842,556,0.00539568345323741,-0.013788968824940203,0.41120689360854124,0.05962059620596206,0.011743450767841012,0.0018066847335140017,0.045167118337850046,0.3902439024390244,0.5510388437217706,0.44534778681120146,dev,0.3230660649271106,7,182
1107,0.6738934056007226,0.6738934056007226,0.4655224330021077,0.4147729487380886,0.710399372814272,0.2041553748870822,0.1578305191253871,0.5134505657291685,0.6548142471516375,0.5798800157643522,0.5005886343352568,0.5621320042704842,0.940379403794038,0.6842105263157895,0.02631578947368421,0.814748201438849,57,0.24561403508771928,1.5380116959064325,1.5380116959064325,0.5087719298245614,0.6140350877192983,3.263157894736842,556,0.00539568345323741,-0.017386091127098477,0.4147729487380886,0.05962059620596206,0.011743450767841012,0.0009033423667570009,0.05600722673893405,0.38121047877145436,0.5501355013550135,0.48509485094850946,dev,0.32926534854626055,8,208
1107,0.6820234869015357,0.6820234869015357,0.4604034929238181,0.4124893927568965,0.706361168646831,0.2104787714543812,0.1608879563646272,0.5199514201591755,0.6623334781329898,0.5850953548450792,0.5060414237849559,0.5674285954762296,0.940379403794038,0.6842105263157895,0.02631578947368421,0.8219424460431655,57,0.24561403508771928,1.5380116959064325,1.5380116959064325,0.5087719298245614,0.6140350877192983,3.263157894736842,556,0.00539568345323741,-0.01019184652278193,0.4124893927568965,0.05962059620596206,0.011743450767841012,0.0009033423667570009,0.053297199638663056,0.3803071364046974,0.5537488708220416,0.4796747967479675,dev,0.3283499721571696,9,234
1107,0.6747967479674797,0.6747967479674797,0.46642577536886476,0.41560714886545486,0.7106112741979004,0.2050587172538392,0.15924608459416414,0.5019520351771825,0.6543039237288889,0.5803247163539464,0.5015926569759218,0.5640661609633412,0.9394760614272809,0.6842105263157895,0.0,0.8165467625899281,57,0.22807017543859648,1.5380116959064325,1.5380116959064325,0.5087719298245614,0.6140350877192983,3.263157894736842,556,0.00539568345323741,-0.01558752997601934,0.41560714886545486,0.06052393857271906,0.011743450767841012,0.0,0.05600722673893405,0.3830171635049684,0.5492321589882565,0.4896115627822945,dev,0.3307001466306744,10,260
