n,Accuracy,Exact Match,MAE_label,MAE_expected,RMSE_label,Signed Bias label,Signed Bias expected,Macro-F1,Weighted-F1,Quadratic Weighted Kappa,Kendall tau,Spearman rho,Within-1 Accuracy,Acc@1,Acc@2,Acc@5,low_n,low_exact_match,low_MAE,low_signed_bias,low_to_high_rate,low_severe_overestimation_rate,mean_pred_low,high_n,high_to_mid_or_low_rate,high_signed_bias,MAE_score,severe_error_rate,pred_label_1_rate,pred_label_2_rate,pred_label_3_rate,pred_label_4_rate,pred_label_5_rate,monotonic_violation_rate,split,loss,epoch,global_step
1107,0.5962059620596206,0.5962059620596206,0.5745257452574526,0.5142605407929086,0.8714412294127387,0.14453477868112014,0.015641940530480396,0.2887747910993671,0.5748928318518121,0.30320891976471753,0.355130802835554,0.40534776806995204,0.9141824751580849,0.0,0.0,0.6690647482014388,57,0.0,2.4502923976608186,2.4502923976608186,0.7719298245614035,0.8771929824561403,4.175438596491228,556,0.025179856115107913,-0.18285371702637904,0.5142605407929086,0.08581752484191509,0.0,0.005420054200542005,0.052393857271906055,0.48148148148148145,0.46070460704607047,0.022583559168925023,dev,0.2969946082440212,1,29
1107,0.6377597109304426,0.6377597109304426,0.5176151761517616,0.4587231190131741,0.8115026712006891,0.35140018066847334,0.2516042771522047,0.42467301959985704,0.5932440111187198,0.45165464864420257,0.45053576621253744,0.5092363736801807,0.924119241192412,0.631578947368421,0.0,0.8830935251798561,57,0.21052631578947367,1.9941520467836256,1.9941520467836256,0.7192982456140351,0.7368421052631579,3.719298245614035,556,0.00539568345323741,0.047362110311750444,0.4587231190131741,0.07588075880758807,0.011743450767841012,0.004516711833785004,0.012646793134598013,0.3098464317976513,0.6612466124661247,0.1996386630532972,dev,0.3209485340086247,2,58
1107,0.6513098464317977,0.6513098464317977,0.4941282746160795,0.44364566412184797,0.771558565303285,0.17795844625112917,0.08600431530128122,0.4682742216179204,0.6316556849761823,0.5140093236384464,0.47118846177087553,0.531657759264838,0.9331526648599819,0.6842105263157895,0.0,0.7859712230215827,57,0.22807017543859648,1.6081871345029237,1.6081871345029237,0.5087719298245614,0.5789473684210527,3.3333333333333335,556,0.02158273381294964,-0.07673860911270998,0.44364566412184797,0.06684733514001806,0.014453477868112014,0.006323396567299007,0.05058717253839205,0.3911472448057814,0.5374887082204155,0.21770551038843722,dev,0.2915037584444173,3,87
1107,0.6567299006323396,0.6567299006323396,0.4847937368262571,0.43255342356794035,0.753592220347252,0.12827461607949414,0.0770321414418318,0.48680281492756555,0.6383892477349248,0.512178456442383,0.4745150432182625,0.5331959489985915,0.9376693766937669,0.6842105263157895,0.0,0.7230215827338129,57,0.22807017543859648,1.6608187134502923,1.6608187134502923,0.543859649122807,0.5964912280701754,3.3859649122807016,556,0.014388489208633094,-0.1270983213429258,0.43255342356794035,0.06233062330623306,0.011743450767841012,0.007226738934056007,0.04155374887082204,0.4670280036133695,0.47244805781391147,0.21951219512195122,dev,0.3056914514506892,4,116
1107,0.6522131887985546,0.6522131887985546,0.5031616982836495,0.45952438557946806,0.7889251489815581,0.14724480578139115,0.11566102650759744,0.4847159676359851,0.6383512333493612,0.5146318951942417,0.46930520668008974,0.5297887752274955,0.9295392953929539,0.6842105263157895,0.02631578947368421,0.7823741007194245,57,0.24561403508771928,1.6081871345029237,1.6081871345029237,0.5087719298245614,0.5614035087719298,3.3333333333333335,556,0.02697841726618705,-0.0875299760191848,0.45952438557946806,0.07046070460704607,0.014453477868112014,0.012646793134598013,0.06323396567299007,0.37759710930442636,0.5320686540198736,0.22854561878952123,dev,0.38325820874637195,5,145
1107,0.6549232158988256,0.6549232158988256,0.49744052996085514,0.4543552181190919,0.7868231283781622,0.20776874435411022,0.18079688661914572,0.47398298363838387,0.6329043131719603,0.49441621113768364,0.47114607367851735,0.5329259806223858,0.931345980126468,0.6842105263157895,0.0,0.8075539568345323,57,0.22807017543859648,1.8011695906432748,1.8011695906432748,0.631578947368421,0.6491228070175439,3.526315789473684,556,0.017985611510791366,-0.04796163069544379,0.4543552181190919,0.06865401987353206,0.013550135501355014,0.006323396567299007,0.045167118337850046,0.3757904245709124,0.5591689250225835,0.39295392953929537,dev,0.42787682164205815,6,174
1107,0.6485998193315267,0.6485998193315267,0.5043661547726588,0.4616958174881742,0.7908312284666665,0.16892502258355918,0.1460526946864824,0.478933592204217,0.6315446420700342,0.495693806766048,0.46591148142142547,0.5276305806120466,0.9322493224932249,0.6842105263157895,0.0,0.7823741007194245,57,0.22807017543859648,1.7309941520467835,1.7309941520467835,0.5964912280701754,0.6140350877192983,3.456140350877193,556,0.02158273381294964,-0.0821342925659474,0.4616958174881742,0.06775067750677506,0.012646793134598013,0.012646793134598013,0.04968383017163505,0.3902439024390244,0.5347786811201445,0.46251129177958444,dev,0.4367720403695117,7,203
1107,0.6458897922312556,0.6458897922312556,0.5034628124059017,0.4611354774664865,0.7875881486156374,0.16079494128274616,0.13777357275218838,0.4787523106812522,0.630045689514513,0.4996338433830769,0.46703808411288433,0.5281595321163927,0.9331526648599819,0.6842105263157895,0.0,0.7769784172661871,57,0.22807017543859648,1.7134502923976607,1.7134502923976607,0.5789473684210527,0.5964912280701754,3.43859649122807,556,0.019784172661870502,-0.08393285371702652,0.4611354774664865,0.06684733514001806,0.012646793134598013,0.011743450767841012,0.05510388437217705,0.3902439024390244,0.5302619692863595,0.46160794941282746,dev,0.44044127272401784,8,232
1107,0.6495031616982837,0.6495031616982837,0.4983438723276121,0.4619941322940562,0.7812543285035164,0.17073170731707318,0.1468740090665028,0.48231443353394565,0.6327135933521022,0.50180633479052,0.47252180456122467,0.5340982675970315,0.9331526648599819,0.6842105263157895,0.0,0.7823741007194245,57,0.22807017543859648,1.7309941520467835,1.7309941520467835,0.5964912280701754,0.6140350877192983,3.456140350877193,556,0.019784172661870502,-0.07673860911270998,0.4619941322940562,0.06684733514001806,0.012646793134598013,0.00993676603432701,0.053297199638663056,0.3893405600722674,0.5347786811201445,0.46160794941282746,dev,0.44413882754609096,9,261
1107,0.6449864498644986,0.6449864498644986,0.5049683830171635,0.46119632067726335,0.7900693484935911,0.16892502258355918,0.14750264182778225,0.4788702383310227,0.6288459605949023,0.49505283574924086,0.46446632682302297,0.5261184932418942,0.931345980126468,0.6842105263157895,0.0,0.7841726618705036,57,0.22807017543859648,1.7134502923976607,1.7134502923976607,0.5789473684210527,0.5964912280701754,3.43859649122807,556,0.023381294964028777,-0.08033573141486826,0.46119632067726335,0.06865401987353206,0.012646793134598013,0.00993676603432701,0.05871725383920506,0.3803071364046974,0.5383920505871725,0.46522131887985546,dev,0.44437174663858875,10,290
