split,scenario_canonical,n,Accuracy,Exact Match,MAE_label,MAE_expected,RMSE_label,Signed Bias label,Signed Bias expected,Macro-F1,Weighted-F1,Quadratic Weighted Kappa,Kendall tau,Spearman rho,Within-1 Accuracy,Acc@1,Acc@2,Acc@5,low_n,low_exact_match,low_MAE,low_signed_bias,low_to_high_rate,low_severe_overestimation_rate,mean_pred_low,high_n,high_to_mid_or_low_rate,high_signed_bias,MAE_score,severe_error_rate,pred_label_1_rate,pred_label_2_rate,pred_label_3_rate,pred_label_4_rate,pred_label_5_rate,monotonic_violation_rate
dev,Automatic Grading,125,0.568,0.568,0.608,0.6434485439856847,0.8914407813571615,0.13333333333333333,0.05737129565080006,0.24941014380435717,0.5036810471023851,0.2729792901016469,0.38721397363554466,0.4434393290310202,0.912,0.0,0.0,0.47058823529411764,10,0.0,2.3,2.3,1.0,1.0,4.0,51,0.0,-0.4052287581699348,0.6434485439856847,0.088,0.0,0.0,0.0,0.776,0.224,0.0
dev,Emotional Support,80,0.475,0.475,0.5333333333333333,0.440700426325202,0.6368324391514266,-0.2,-0.17770220749080184,0.19754224270353302,0.4137096774193548,0.19857524487978628,0.2932843579116808,0.3274341491620652,0.9875,nan,nan,0.2857142857142857,0,nan,nan,nan,nan,nan,nan,42,0.0,-0.515873015873016,0.440700426325202,0.0125,0.0,0.0,0.0,0.825,0.175,0.0
dev,Error Correction,75,0.6133333333333333,0.6133333333333333,0.4088888888888889,0.4814219089349111,0.5962847939999439,-0.08000000000000003,-0.21350262045860297,0.24933062880324544,0.6104124408384043,0.37275985663082445,0.41733992871801023,0.4582380800719724,0.9733333333333334,nan,0.0,0.62,1,0.0,2.0,2.0,1.0,1.0,4.0,50,0.0,-0.27333333333333343,0.4814219089349111,0.02666666666666667,0.0,0.0,0.0,0.5333333333333333,0.4666666666666667,0.0
dev,Idea Provision,89,0.4943820224719101,0.4943820224719101,0.5730337078651685,0.5366188033243243,0.7586373222868368,-0.10112359550561797,-0.1390030002326108,0.2096669029057406,0.4743882337014947,0.20035938903863426,0.2674768335654098,0.297323301999399,0.9438202247191011,nan,0.0,0.4339622641509434,3,0.0,1.8888888888888886,1.8888888888888886,1.0,1.0,4.0,53,0.0,-0.4528301886792454,0.5366188033243243,0.056179775280898875,0.0,0.0,0.0,0.6629213483146067,0.33707865168539325,0.0
dev,Personalized Content Creation,45,0.6,0.6,0.474074074074074,0.4025895962008723,0.5879447357921312,-0.3111111111111111,-0.16860928568575112,0.17210084033613446,0.4710364145658264,0.07322654462242573,0.1923621527411718,0.21486507195227328,1.0,nan,nan,0.0625,0,nan,nan,nan,nan,nan,nan,16,0.0,-0.7916666666666667,0.4025895962008723,0.0,0.0,0.0,0.0,0.9777777777777777,0.022222222222222223,0.0
dev,Personalized Learning Support,55,0.41818181818181815,0.41818181818181815,0.6121212121212122,0.5039288954752864,0.7063921708158287,-0.3454545454545454,-0.21170867938886984,0.11794871794871793,0.24662004662004658,0.0,nan,nan,1.0,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,25,0.0,-0.9066666666666667,0.5039288954752864,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dev,Question Answering,38,0.7368421052631579,0.7368421052631579,0.6842105263157894,0.6406882844473187,1.2773327473170102,0.6842105263157894,0.24528542004133516,0.16969696969696968,0.6251993620414672,0.0,nan,nan,0.8421052631578947,0.0,0.0,1.0,4,0.0,3.5,3.5,1.0,1.0,5.0,28,0.0,0.1785714285714284,0.6406882844473187,0.15789473684210525,0.0,0.0,0.0,0.0,1.0,0.02631578947368421
dev,Question Generation,74,0.527027027027027,0.527027027027027,0.5225225225225226,0.47594551198385876,0.6666666666666667,-0.1801801801801802,-0.11834797511498134,0.22205482318476663,0.4920174411699835,0.29670839128419113,0.3627183858160145,0.40606865124189373,0.972972972972973,nan,0.0,0.38095238095238093,2,0.0,1.8333333333333333,1.8333333333333333,1.0,1.0,4.0,42,0.0,-0.4761904761904763,0.47594551198385876,0.02702702702702703,0.0,0.0,0.0,0.7702702702702703,0.22972972972972974,0.0
dev,Teaching Material Generation,83,0.4939759036144578,0.4939759036144578,0.5020080321285141,0.41331438983539986,0.5865516499156249,-0.33333333333333337,-0.18301944949301371,0.15,0.35120481927710845,0.05528455284552847,0.16060274240185984,0.17908233907741833,1.0,nan,nan,0.05263157894736842,0,nan,nan,nan,nan,nan,nan,38,0.0,-0.710526315789474,0.41331438983539986,0.0,0.0,0.0,0.0,0.9759036144578314,0.024096385542168676,0.0
test,Emotional Support,174,0.4885057471264368,0.4885057471264368,0.5249042145593871,0.4592914986941551,0.6342703292561561,-0.28735632183908055,-0.2650942159281381,0.19561347979892013,0.4349985126595145,0.21874084919472914,0.3120100134304371,0.34756435583211454,0.9942528735632183,nan,0.0,0.25961538461538464,1,0.0,2.0,2.0,1.0,1.0,4.0,104,0.0,-0.5512820512820514,0.4592914986941551,0.005747126436781609,0.0,0.0,0.0,0.8448275862068966,0.15517241379310345,0.0
