Accuracy,Bin_Agreement,Exact_Match,Kendall_tau,MAE_argmax,MAE_expected,QWK,Signed_Bias_argmax,Signed_Bias_expected,curriculum_rho,epoch,expected_mass_1,expected_mass_2,expected_mass_3,expected_mass_4,expected_mass_5,failure_mask_exposures,global_step,high_mean_p_score_le_2,high_n,high_to_low_count,high_to_low_rate,label1_recall,label2_recall,label3_recall,label4_recall,label5_recall,low_mean_p_score_ge_4,low_n,low_to_high_count,low_to_high_rate,mean_teacher_lambda_seen,n,pred_count_1,pred_count_2,pred_count_3,pred_count_4,pred_count_5,seed,train_failure_loss,train_score_loss,train_total_loss,variant
0.6144578313253012,0.8765060240963856,0.6144578313253012,0.37548451078842116,0.4623493975903614,0.5885092456174975,0.28943299965214697,0.2033132530120482,-0.12966657022865635,0.0,1,8.395425602560863,10.24766334076412,101.98618794232607,244.80152045190334,298.5691998898983,0,21,0.02741787596157659,582,0,0.0,0.0,0.0,0.0,0.6286919831223629,0.7507246376811594,0.7794586766511202,20,20,1.0,0.0,664,0,0,0,292,372,42,0.0,1.193441985152572,1.193441985152572,v0_original_hard
0.6460843373493976,0.8644578313253012,0.6460843373493976,0.4802336618282105,0.4307228915662651,0.46115539996554367,0.3811878794272928,0.286144578313253,0.09052657716180754,0.0,2,3.6215309349645395,13.328877593994548,67.73859855206683,176.9404030428268,402.3705906569958,0,42,0.021496213218256736,582,0,0.0,0.0,0.0,0.0967741935483871,0.47257383966244726,0.9014492753623189,0.6794955115765333,20,17,0.85,0.0,664,0,0,23,191,450,42,0.0,0.8130389660686613,0.8130389660686613,v0_original_hard
0.677710843373494,0.875,0.677710843373494,0.5473747125006287,0.375,0.42868310316894387,0.4937031168426741,0.15210843373493976,0.051761607556023506,0.0,3,3.5296303272243676,9.635743964579888,50.61960955108225,248.3653155900538,351.8496996294707,0,63,0.014721467477202137,582,0,0.0,0.0,0.07142857142857142,0.11290322580645161,0.6835443037974683,0.8115942028985508,0.6099510059226304,20,16,0.8,0.0,664,0,1,19,285,359,42,0.0,0.6680352002948926,0.6680352002948926,v0_original_hard
0.7018072289156626,0.8825301204819277,0.7018072289156626,0.5748768918137843,0.35240963855421686,0.3804535139590164,0.5535577610229911,0.18674698795180722,0.09137041350365813,0.0,4,3.669165499144185,11.365125749481535,52.63508234501205,212.28783264220692,384.0427919928916,0,84,0.01369775917483308,582,0,0.0,0.16666666666666666,0.21428571428571427,0.22580645161290322,0.6075949367088608,0.881159420289855,0.5494420356117189,20,13,0.65,0.0,664,1,3,31,228,401,42,0.0,0.5191417149498117,0.5191417149498117,v0_original_hard
0.7048192771084337,0.8810240963855421,0.7048192771084337,0.5714671511375682,0.3433734939759036,0.375244854327287,0.5926025727658268,0.1144578313253012,0.05959221594258466,0.0,5,4.209079128534599,7.902166365466027,53.37233000986582,240.14327868218697,358.37314295361284,0,105,0.00966001841300835,582,1,0.001718213058419244,0.5,0.21428571428571427,0.1935483870967742,0.6962025316455697,0.8260869565217391,0.5080660942709073,20,10,0.5,0.0,664,3,4,30,267,360,42,0.0,0.366237950976938,0.366237950976938,v0_original_hard
0.7003012048192772,0.8765060240963856,0.7003012048192772,0.5726113242900882,0.3509036144578313,0.3791952610440673,0.602381339968838,0.0858433734939759,0.0575259047417913,0.0,6,3.232190729329446,10.096111458014693,53.97486253278987,237.63596481488196,359.0608680490586,0,126,0.010433395429865839,582,4,0.006872852233676976,0.5,0.14285714285714285,0.2903225806451613,0.6540084388185654,0.8318840579710145,0.4745525733276736,20,9,0.45,0.0,664,3,9,43,245,364,42,0.0,0.22058910768635498,0.22058910768635498,v0_original_hard
0.7033132530120482,0.875,0.7033132530120482,0.5741430445025478,0.3463855421686747,0.37337213668959984,0.6019357357807429,0.0783132530120482,0.05480655740354068,0.0,7,3.970430981713757,7.448036827315656,51.20624784679394,249.97010743551877,351.4051752394298,0,147,0.00822167488307044,582,3,0.005154639175257732,0.6666666666666666,0.14285714285714285,0.25806451612903225,0.6835443037974683,0.8202898550724638,0.5241331776764128,20,10,0.5,0.0,664,4,6,40,261,353,42,0.0,0.13028561427708188,0.13028561427708188,v0_original_hard
0.6987951807228916,0.8780120481927711,0.6987951807228916,0.5636571793205026,0.3493975903614458,0.371808426768018,0.6005936009814203,0.0963855421686747,0.06008018362842886,0.0,8,4.389494720270147,7.331641325464025,50.31901133938295,246.91583942411788,355.04401456869164,0,168,0.008248955082490125,582,2,0.003436426116838488,0.6666666666666666,0.14285714285714285,0.25806451612903225,0.6624472573839663,0.8260869565217391,0.4958552212017821,20,9,0.45,0.0,664,4,5,40,252,363,42,0.0,0.08580882090963457,0.08580882090963457,v0_original_hard
0.6957831325301205,0.8734939759036144,0.6957831325301205,0.5700845659743276,0.3493975903614458,0.37266322245003114,0.607909520004094,0.0963855421686747,0.060940047439979106,0.0,9,4.26265625427877,7.496389966511684,49.545288195902856,247.90543421061818,354.79023077653255,0,189,0.00833402505034354,582,2,0.003436426116838488,0.6666666666666666,0.14285714285714285,0.24193548387096775,0.6497890295358649,0.8318840579710145,0.4950200559458608,20,8,0.4,0.0,664,4,5,42,248,365,42,0.0,0.07257205722350361,0.07257205722350361,v0_original_hard
0.6942771084337349,0.8734939759036144,0.6942771084337349,0.5621880028226816,0.3569277108433735,0.3703756764702546,0.5912230736550596,0.08885542168674698,0.05933720535056474,0.0,10,4.344292197629986,7.400159208187992,49.47666134474798,249.06912522023862,353.70976176471413,0,210,0.008326391356517915,582,3,0.005154639175257732,0.6666666666666666,0.14285714285714285,0.25806451612903225,0.6540084388185654,0.8231884057971014,0.5139683314158902,20,11,0.55,0.0,664,4,6,40,254,360,42,0.0,0.07070422146076803,0.07070422146076803,v0_original_hard
