Accuracy,MAE_argmax,MAE_expected,QWK,Signed_Bias_argmax,Signed_Bias_expected,epoch,expected_mass_1,expected_mass_2,expected_mass_3,expected_mass_4,expected_mass_5,global_step,high_mean_p_score_le_2,high_n,high_to_low_count,high_to_low_rate,label1_recall,label2_recall,label5_recall,low_mean_p_score_ge_4,low_n,low_to_high_count,low_to_high_rate,n,pred_count_1,pred_count_2,pred_count_3,pred_count_4,pred_count_5,processed_micro_batches,seed,train_loss_batch_estimator_mean,variant,zero_weight_window_count
0.5925925925925926,0.5700090334236676,0.6054641307763736,0.1477479643039571,0.4959349593495935,0.19955340101838562,1,16.57530441315612,9.022198714315891,95.74097853340209,283.24460729956627,702.4169096574187,26,0.02065217903114254,945,0,0.0,0.0,0.0,0.9262589928057554,0.8167317877605296,57,57,1.0,1107,0,0,0,240,867,832,42,1.289984036451922,v0_original_unweighted,0
0.6585365853658537,0.42728093947606144,0.5021269026197684,0.5345071930162898,0.25564588979223124,0.06709147080797453,2,24.695943089369393,15.742870744783431,120.70438111471594,327.3085926314816,618.5482119470835,52,0.02423489205533837,945,4,0.004232804232804233,0.6842105263157895,0.0,0.8741007194244604,0.5299278236272043,57,28,0.49122807017543857,1107,17,0,44,350,696,1664,42,0.793279811690669,v0_original_unweighted,0
0.6901535682023487,0.39295392953929537,0.4479496265859333,0.5455352681216898,0.25383920505871727,0.14799912811058338,3,16.690726439372156,8.18501995256156,77.96882542069943,377.90934835758526,626.2460797562962,78,0.00965527803407067,945,1,0.0010582010582010583,0.6842105263157895,0.0,0.8758992805755396,0.5498582046854783,57,32,0.5614035087719298,1107,14,0,26,400,667,2496,42,0.6379955952646784,v0_original_unweighted,0
0.6585365853658537,0.4254742547425474,0.4401017248248557,0.5253971535575042,0.3098464317976513,0.2311221553310785,4,15.052621183698648,4.552362267034368,53.51276514813344,352.2546789914486,681.6275737647084,104,0.004781530372345216,945,1,0.0010582010582010583,0.6842105263157895,0.0,0.8992805755395683,0.5834142383915094,57,33,0.5789473684210527,1107,14,0,24,342,727,3328,42,0.5491965771339332,v0_original_unweighted,0
0.6874435411020777,0.3947606142728094,0.42803060204523913,0.546620605299261,0.2086720867208672,0.1656776281604704,5,14.043869342933704,4.931869705655913,70.80747448289958,393.0088311499276,624.2079555141972,130,0.004442918924238261,945,1,0.0010582010582010583,0.6842105263157895,0.0,0.8489208633093526,0.5854085811971392,57,35,0.6140350877192983,1107,14,0,45,412,636,4160,42,0.42945643833865266,v0_original_unweighted,0
0.6729900632339657,0.4046973803071364,0.42501949763693214,0.5655281259170717,0.15537488708220415,0.11480487286601658,6,15.640932979965356,7.806444013599901,87.16079450389907,401.60634815459343,594.7854794250889,156,0.007155370504413785,945,2,0.0021164021164021165,0.6842105263157895,0.0,0.8183453237410072,0.5090117390380392,57,30,0.5263157894736842,1107,15,0,71,415,606,4992,42,0.3315633932831518,v0_original_unweighted,0
0.6784101174345076,0.3983739837398374,0.4181040521247239,0.5707531239446133,0.15989159891598917,0.12213233942390674,7,15.084290565037051,7.779580297195537,83.9814636147139,402.16067211395057,597.9939938565785,182,0.005739437536974104,945,2,0.0021164021164021165,0.6842105263157895,0.05263157894736842,0.8219424460431655,0.49203736905786954,57,30,0.5263157894736842,1107,15,2,65,416,609,5824,42,0.24648393621520462,v0_original_unweighted,0
0.6738934056007226,0.4001806684733514,0.4182102149114833,0.5762412459308919,0.14724480578139115,0.11399363885174243,8,14.990136337778722,6.5759712156236105,85.96135967876535,411.1978578934086,588.2746737659845,208,0.005101830957906417,945,2,0.0021164021164021165,0.6842105263157895,0.02631578947368421,0.8129496402877698,0.48610749372895506,57,29,0.5087719298245614,1107,15,1,69,425,597,6656,42,0.19716229148168798,v0_original_unweighted,0
0.6738934056007226,0.4001806684733514,0.4196826171803125,0.57767882171661,0.14543812104787715,0.11211555598582454,9,14.98771145881694,6.939980446062478,87.69066020804144,408.73595502979606,588.6456894764115,234,0.005307645869284588,945,2,0.0021164021164021165,0.6842105263157895,0.05263157894736842,0.8111510791366906,0.4873380450355813,57,29,0.5087719298245614,1107,15,2,69,424,597,7488,42,0.17917723364287388,v0_original_unweighted,0
0.6729900632339657,0.4010840108401084,0.4215954833554913,0.5757830798873997,0.14453477868112014,0.11270268310083073,10,15.030613743291841,6.7374057815678015,88.41295671409716,407.0775359981635,589.7414861502493,260,0.0054474600331971415,945,2,0.0021164021164021165,0.6842105263157895,0.02631578947368421,0.8111510791366906,0.48286948499110605,57,29,0.5087719298245614,1107,15,1,70,426,595,8320,42,0.17710780065135623,v0_original_unweighted,0
0.5618789521228545,0.6305329719963866,0.6214025802717749,0.06974789915966384,0.6088527551942186,0.34482847017061957,1,13.26890012244985,6.7381007241492625,66.5594984376803,200.86599290929735,819.5675095915794,26,0.015874600035945943,945,0,0.0,0.0,0.0,0.9784172661870504,0.8620273788508616,57,57,1.0,1107,0,0,0,115,992,832,42,1.2613111982802645,v1_original_label_matched_weight,0
0.6422764227642277,0.44715447154471544,0.5011268657548607,0.5532840507121105,0.14001806684733514,0.008597290318644306,2,21.649551769827667,13.931254238894326,176.12102178827627,298.84879039321095,596.4493826394901,52,0.020105487924469843,945,4,0.004232804232804233,0.6842105263157895,0.0,0.8507194244604317,0.5161120062857344,57,24,0.42105263157894735,1107,17,0,137,292,661,1664,42,0.7533122873954619,v1_original_label_matched_weight,0
0.6720867208672087,0.4182475158084914,0.46887907018201125,0.49962922854883274,0.3134598012646793,0.19852483436542026,3,12.261315551075313,5.5001305318728555,79.74573031198815,344.195892943535,665.296930463519,78,0.006903971624257682,945,0,0.0,0.5789473684210527,0.0,0.9010791366906474,0.6466581386007499,57,39,0.6842105263157895,1107,11,0,15,368,713,2496,42,0.6168752307734954,v1_original_label_matched_weight,0
0.6729900632339657,0.4146341463414634,0.44757632708636624,0.4997592290688837,0.2845528455284553,0.22132288712460016,4,12.706930391701007,5.575867522318731,41.130710336707125,394.17881477449555,653.4076761004981,104,0.0047062227079492465,945,0,0.0,0.631578947368421,0.0,0.8705035971223022,0.6733652807796668,57,43,0.7543859649122807,1107,12,0,2,422,671,3328,42,0.5286585991046965,v1_original_label_matched_weight,0
0.6757000903342367,0.4028906955736224,0.43759642195233567,0.5472071789822316,0.1951219512195122,0.1394999963938335,5,14.361885346941222,7.049999945774061,74.5067597398538,406.9624461635103,604.1189093791763,130,0.005215565275403683,945,0,0.0,0.6842105263157895,0.0,0.8201438848920863,0.5364516900432104,57,32,0.5614035087719298,1107,13,0,43,435,616,4160,42,0.4227195669468179,v1_original_label_matched_weight,0
0.6612466124661247,0.41915085817524844,0.43570062968559947,0.5259184244137274,0.1933152664859982,0.13907696855757606,6,14.301285961218554,8.607875871484339,60.62793319047796,430.7571544681996,592.7057498089634,156,0.006005273355726972,945,0,0.0,0.6842105263157895,0.02631578947368421,0.7949640287769785,0.5343158935730778,57,33,0.5789473684210527,1107,13,2,28,461,603,4992,42,0.31764974690248404,v1_original_label_matched_weight,0
0.6693766937669376,0.41192411924119243,0.4332676789951948,0.5427711042721466,0.1842818428184282,0.14005884074229416,7,14.138465031774487,8.082418560018027,75.35371917012071,402.44630322437297,606.979092828411,182,0.005382594728235602,945,1,0.0010582010582010583,0.6842105263157895,0.05263157894736842,0.8093525179856115,0.521425770873305,57,32,0.5614035087719298,1107,13,3,47,430,614,5824,42,0.23701220067162537,v1_original_label_matched_weight,0
