sample_id,sample_id_hash,original_score,silver_hard_score,silver_score_range,soft_target_5,sample_weight,v0_original_unweighted_pred_label_5,v0_original_unweighted_pred_score_expected,v0_original_unweighted_agrees_original,v0_original_unweighted_agrees_silver,v0_original_unweighted_prob_1,v0_original_unweighted_prob_2,v0_original_unweighted_prob_3,v0_original_unweighted_prob_4,v0_original_unweighted_prob_5,v1_original_label_matched_weight_pred_label_5,v1_original_label_matched_weight_pred_score_expected,v1_original_label_matched_weight_agrees_original,v1_original_label_matched_weight_agrees_silver,v1_original_label_matched_weight_prob_1,v1_original_label_matched_weight_prob_2,v1_original_label_matched_weight_prob_3,v1_original_label_matched_weight_prob_4,v1_original_label_matched_weight_prob_5,v2_selective_hard_relabel_pred_label_5,v2_selective_hard_relabel_pred_score_expected,v2_selective_hard_relabel_agrees_original,v2_selective_hard_relabel_agrees_silver,v2_selective_hard_relabel_prob_1,v2_selective_hard_relabel_prob_2,v2_selective_hard_relabel_prob_3,v2_selective_hard_relabel_prob_4,v2_selective_hard_relabel_prob_5,v3_selective_soft_audit_pred_label_5,v3_selective_soft_audit_pred_score_expected,v3_selective_soft_audit_agrees_original,v3_selective_soft_audit_agrees_silver,v3_selective_soft_audit_prob_1,v3_selective_soft_audit_prob_2,v3_selective_soft_audit_prob_3,v3_selective_soft_audit_prob_4,v3_selective_soft_audit_prob_5
25a37166756d804397ce1540111f9b80f5bd477b,60492f01820d16a15e74c896c46501f6ad06852d3332aba2b94e55dc1333828f,2,5,"[5,5]","[0.0,0.0,0.0,0.0,1.0]",1.0,4,3.726063664245885,False,False,0.0004384524072520435,0.002091739559546113,0.29392027854919434,0.6780669689178467,0.025482604280114174,3,3.321500943173305,False,False,0.00011346723476890475,0.0033159987069666386,0.672672688961029,0.32275187969207764,0.001145978574641049,3,3.3256301856818027,False,False,5.61229171580635e-05,0.0014249887317419052,0.7043595314025879,0.2611517012119293,0.03300773724913597,4,3.6951108932262287,False,False,0.0006086992798373103,0.0024838729295879602,0.3436097502708435,0.6077836751937866,0.045514099299907684
26347fdbe0a04b7bfbc0e5079be670bb041a82f8,72c76f07c46dce3d1355e5a5addec0d0c14b681b60eac9692de318a5f9b13a25,2,4,"[4,4]","[0.0,0.0,0.0,1.0,0.0]",1.0,5,4.560016051400453,False,False,0.001475986558943987,0.030587049201130867,0.07599996030330658,0.1903190016746521,0.7016180157661438,4,3.8659056602045894,False,True,0.002005132846534252,0.07732784003019333,0.17122454941272736,0.5516411662101746,0.19780130684375763,4,3.9661797161388677,False,True,0.000226047559408471,0.015003788284957409,0.13530364632606506,0.7172971367835999,0.13216932117938995,5,4.828897552419221,False,False,0.0004829199460800737,0.0020977084059268236,0.02506103739142418,0.11275536566972733,0.8596029281616211
3bcc02fdb1dc40baccc625e0649658243cccf44d,9a24b56636da6e78a08adda4f45702ad30b4a69bdb8c8a9001e1c36b07c7be9c,2,4,"[4,5]","[0.0,0.0,0.0,0.791391472673955,0.20860852732604496]",1.0,5,4.46975546143949,False,False,0.029546020552515984,0.03454279527068138,0.05025947093963623,0.20791324973106384,0.6777384877204895,5,4.1659220196306705,False,False,0.12126496434211731,0.03574099391698837,0.047349121421575546,0.1470971405506134,0.6485478281974792,5,4.58757998328656,False,False,0.008036055602133274,0.019889429211616516,0.017552359029650688,0.28550252318382263,0.6690195798873901,5,4.621306758373976,False,False,0.018963713198900223,0.01224389299750328,0.0315110981464386,0.2030842900276184,0.7341969609260559
3fdc81f613bf237c32a80d3fb798df97d4a1a3ab,60e579d7e9d7d5bedabf70fc1a990f29d957909cdf9fe00bff7defbeef90ac90,2,5,"[5,5]","[0.0,0.0,0.0,0.0,1.0]",1.0,4,3.4925906006246805,False,False,0.024633558467030525,0.04937390983104706,0.4006836414337158,0.45938605070114136,0.0659228190779686,4,3.461498135700822,False,False,0.01573178544640541,0.028044942766427994,0.4491001069545746,0.49323996901512146,0.013883253559470177,4,3.6014744895510375,False,False,0.004246975760906935,0.023320486769080162,0.3883209228515625,0.5349346995353699,0.04917699471116066,4,3.648250101134181,False,False,0.02095155231654644,0.015691988170146942,0.33814090490341187,0.544585645198822,0.0806298553943634
49318c4f0d2ec2244ac543b0db468afaf9a85d1b,58e6701df99f3e4922755305b046ce5fed176aa447e7cacaf0ad62d4ac6afe8d,1,5,"[5,5]","[0.0,0.0,0.0,0.0,1.0]",1.0,5,4.528556485660374,False,True,0.014535718597471714,0.021482398733496666,0.05316944420337677,0.24251462519168854,0.6682978272438049,5,4.757113221101463,False,True,0.022754652425646782,0.00919371098279953,0.010097316466271877,0.10409224033355713,0.8538620471954346,5,4.933651696279412,False,True,0.0004337959398981184,0.011014294810593128,0.00398911302909255,0.023592118173837662,0.9609706997871399,5,4.837365061917808,False,True,0.0008499537943862379,0.006182988174259663,0.023334354162216187,0.09401754289865494,0.8756151795387268
61725aede8ed2f1879dae36d9b4f8a751b64787b,b76daa4c9642bd9f701e37ea5c258286f3b9b4316b4d59792fe835e06b84cb0e,2,4,"[4,4]","[0.0,0.0,0.0,1.0,0.0]",1.0,4,3.472035366576165,False,True,0.003501209896057844,0.1442948281764984,0.35522007942199707,0.37063509225845337,0.12634877860546112,4,3.3879405937623233,False,True,0.0026197514962404966,0.16919438540935516,0.333905428647995,0.426186203956604,0.06809419393539429,4,3.3304591617779806,False,True,0.0007596641080453992,0.17806565761566162,0.3379092514514923,0.4564862549304962,0.02677908167243004,4,3.979452162515372,False,True,0.0029157581739127636,0.015277480706572533,0.24014973640441895,0.48275285959243774,0.2589041590690613
65890fb994cef054dc75e0e6dd4c1b3e2d91805d,bd24a3956586932243054235b5c3b04747d832f90d88012aa6d7b55610b12036,2,5,"[5,5]","[0.0,0.0,0.0,0.0,1.0]",1.0,3,3.388787552714348,False,False,0.017118431627750397,0.0588228702545166,0.4905977249145508,0.38507458567619324,0.04838637262582779,3,3.185115127824247,False,False,0.00826314091682434,0.05713395029306412,0.6825714707374573,0.2452871948480606,0.00674417894333601,3,3.265926126856357,False,False,0.004348792601376772,0.04712062329053879,0.6504800915718079,0.27435678243637085,0.023693736642599106,4,3.618388619273901,False,False,0.016031350940465927,0.02260782942175865,0.38688984513282776,0.4758826494216919,0.09858829528093338
6a65ddfebb3698d3eb20f814a761580fa2f8be48,0d325d62b18177455149c9f8b7bb68e7c7040e0a9e600314274571f4f071beae,2,5,"[5,5]","[0.0,0.0,0.0,0.0,1.0]",1.0,5,3.9332591891288757,False,True,0.09991031140089035,0.09836135059595108,0.10802880674600601,0.15595778822898865,0.5377417206764221,5,3.5721370577812195,False,True,0.2946971654891968,0.03448209911584854,0.024836525321006775,0.09595485776662827,0.5500293374061584,5,4.989025576389395,False,True,0.0008503588032908738,0.0001304067554883659,0.0008371752337552607,0.005507259629666805,0.9926747679710388,5,4.957433586823754,False,True,0.00276924017816782,0.0007223995053209364,0.0034463752526789904,0.022429339587688446,0.9706326127052307
6cc46157fcf2aa5b87cd72293be48481a7e5dacc,535f6f162b2f41e340eedb12b2a728c623e6aa29cb77c2966dbe80cfe4d3152d,2,4,"[4,4]","[0.0,0.0,0.0,1.0,0.0]",1.0,4,3.9049494727514684,False,True,0.004130208399146795,0.052320610731840134,0.1613950878381729,0.598777711391449,0.18337638676166534,4,3.9273858320666477,False,True,0.0013778310967609286,0.08675505965948105,0.1340412050485611,0.5387548208236694,0.23907099664211273,4,3.9754194419801934,False,True,0.00015949718363117427,0.03404054418206215,0.08102353662252426,0.7597739696502686,0.12500247359275818,5,4.42331452597864,False,False,0.0011382449883967638,0.009093978442251682,0.06337178498506546,0.4181070923805237,0.5082889199256897
7a5ae2c79851e40cccaf47deb5d4953023576ec9,fb8997b4a2d472919db490033ed11449d4fcb250a1d5c443bb1ce281499ac31d,2,4,"[4,4]","[0.0,0.0,0.0,1.0,0.0]",1.0,3,3.196462192106992,False,False,0.0037533422000706196,0.19101160764694214,0.45287469029426575,0.3097398281097412,0.042620450258255005,3,2.8406032980419695,False,False,0.005360323470085859,0.3794754445552826,0.3922867476940155,0.2149554044008255,0.007922044955193996,4,3.218492419226095,False,True,0.0010740745346993208,0.22002142667770386,0.35504359006881714,0.4070594906806946,0.01680135168135166,4,3.6626948793418705,False,True,0.003274944145232439,0.02742077223956585,0.3741220533847809,0.4936988949775696,0.10148333013057709
