run_id,lambda_low,epoch,logged_steps,steps_with_logged_low_sample,steps_with_active_penalty,active_penalty_step_rate,mean_penalty,max_penalty,mean_lambda_times_penalty,mean_base_loss,penalty_to_base_ratio,mean_s_hat_low_when_active,mean_over_low_when_active,mean_penalty_delta_vs_epoch1,mean_s_hat_low_active_delta_vs_epoch1
L2a_asymmetric_ordinal_lambda03_margin0,0.3,1,21,1,1,0.047619047619047616,0.0037213751957530065,0.07814887911081314,0.001116412558725902,0.44559005044755484,0.008351567078338536,4.236409664154053,2.2364096641540527,0.0,0.0
L2a_asymmetric_ordinal_lambda03_margin0,0.3,2,21,3,3,0.14285714285714285,0.007436588938747134,0.0685649886727333,0.00223097668162414,0.25168581555287045,0.029547111832311283,3.814048926035563,1.8140489260355632,0.0037152137429941274,-0.42236073811848973
L2a_asymmetric_ordinal_lambda03_margin0,0.3,3,21,1,1,0.047619047619047616,0.00916486694699242,0.19246220588684082,0.0027494600840977258,0.19815367921477273,0.0462513084960633,4.509641170501709,3.509641170501709,0.005443491751239413,0.27323150634765625
L2a_asymmetric_ordinal_lambda03_margin0,0.3,4,21,3,3,0.14285714285714285,0.006854651673209099,0.103692427277565,0.0020563955019627296,0.16989657930320218,0.040346025219119314,3.281728903452555,1.6150622367858887,0.003133276477456093,-0.9546807607014975
L2a_asymmetric_ordinal_lambda03_margin0,0.3,5,21,1,1,0.047619047619047616,8.190193191348087e-05,0.0017199405701830983,2.457057957404426e-05,0.17959097320480005,0.0004560470409616992,2.331777334213257,0.33177733421325684,-0.0036394732638395256,-1.904632329940796
L2a_asymmetric_ordinal_lambda03_margin0,0.3,6,21,0,0,0.0,0.0,0,0.0,0.08306191968066352,0.0,,,-0.0037213751957530065,
L2a_asymmetric_ordinal_lambda03_margin0,0.3,7,21,2,2,0.09523809523809523,0.00022354474224682366,0.0037039623130112886,6.70634226740471e-05,0.06233972151364599,0.003585911788166881,1.8693281412124634,0.3693281412124634,-0.003497830453506183,-2.3670815229415894
L2a_asymmetric_ordinal_lambda03_margin0,0.3,8,21,3,3,0.14285714285714285,0.0004754747455340943,0.005160592030733824,0.00014264242366022827,0.034493079708356945,0.013784641718115324,1.7563755909601848,0.4230422576268514,-0.0032459004502189124,-2.4800340731938677
L2a_asymmetric_ordinal_lambda03_margin0,0.3,9,21,5,5,0.23809523809523808,0.0019030459446921235,0.015965433791279793,0.000570913783407637,0.04132293964115282,0.046053014650412526,2.2798877239227293,0.5798877120018006,-0.001818329251060883,-1.9565219402313234
L2a_asymmetric_ordinal_lambda03_margin0,0.3,10,21,5,5,0.23809523809523808,0.0011932500471760119,0.014665825292468071,0.00035797501415280356,0.03460236399855819,0.03448463946641715,2.317267417907715,0.5172674179077148,-0.0025281251485769944,-1.919142246246338
L2a_asymmetric_ordinal_lambda03_margin0,0.3,all,210,24,24,0.11428571428571428,0.0031054700166264194,0.19246220588684082,0.0009316410049879257,0.15007371222655777,0.020692964614204168,2.6816133509079614,0.9941133484244347,-0.0006159051791265872,-1.5547963132460914
L2b_asymmetric_ordinal_lambda05_margin0,0.5,1,21,1,1,0.047619047619047616,0.003666343078726814,0.07699320465326309,0.001833171539363407,0.4448004159189406,0.008242670077437517,4.219811916351318,2.2198119163513184,0.0,0.0
L2b_asymmetric_ordinal_lambda05_margin0,0.5,2,21,3,3,0.14285714285714285,0.00729913938613165,0.0702277421951294,0.003649569693065825,0.25125718471549807,0.02905047031549193,3.7923970222473145,1.7923970222473145,0.0036327963074048357,-0.4274148941040039
L2b_asymmetric_ordinal_lambda05_margin0,0.5,3,21,1,1,0.047619047619047616,0.009890236315273103,0.20769496262073517,0.0049451181576365515,0.20566021952600705,0.0480901767880415,4.645884990692139,3.6458849906921387,0.006223893236546289,0.4260730743408203
L2b_asymmetric_ordinal_lambda05_margin0,0.5,4,21,3,3,0.14285714285714285,0.005654779484584218,0.08311838656663895,0.002827389742292109,0.17287005129314603,0.032711157556117525,3.1473429203033447,1.480676253636678,0.001988436405857404,-1.0724689960479736
L2b_asymmetric_ordinal_lambda05_margin0,0.5,5,21,1,1,0.047619047619047616,9.832410363569146e-05,0.0020648061763495207,4.916205181784573e-05,0.17617057113065607,0.0005581187766188819,2.363521099090576,0.36352109909057617,-0.0035680189750911225,-1.8562908172607422
L2b_asymmetric_ordinal_lambda05_margin0,0.5,6,21,0,0,0.0,0.0,0,0.0,0.08052501135638782,0.0,,,-0.003666343078726814,
L2b_asymmetric_ordinal_lambda05_margin0,0.5,7,21,2,2,0.09523809523809523,0.00014576413446948643,0.0023358184844255447,7.288206723474322e-05,0.05471892730288562,0.002663870467756767,1.8010414838790894,0.30104148387908936,-0.0035205789442573276,-2.418770432472229
L2b_asymmetric_ordinal_lambda05_margin0,0.5,8,21,3,3,0.14285714285714285,0.00036034336967748546,0.004521618131548166,0.00018017168483874273,0.0330946403555572,0.010888269695820312,1.7112397352854412,0.37790640195210773,-0.0033059997090493284,-2.508572181065877
