split,scenario_canonical,n,Accuracy,Exact Match,MAE_label,MAE_expected,RMSE_label,Signed Bias label,Signed Bias expected,Macro-F1,Weighted-F1,Quadratic Weighted Kappa,Kendall tau,Spearman rho,Within-1 Accuracy,Acc@1,Acc@2,Acc@5,low_n,low_exact_match,low_MAE,low_signed_bias,low_to_high_rate,low_severe_overestimation_rate,mean_pred_low,high_n,high_to_mid_or_low_rate,high_signed_bias,MAE_score,severe_error_rate,pred_label_1_rate,pred_label_2_rate,pred_label_3_rate,pred_label_4_rate,pred_label_5_rate,monotonic_violation_rate
dev,Automatic Grading,125,0.44,0.44,0.6880000000000002,0.6466210931142171,0.920869154657707,-0.07466666666666666,-0.06337055269877116,0.20463611859838277,0.35654842767295597,0.1677573550332897,0.2844272782133751,0.32949165808155495,0.928,0.0,0.0,0.1568627450980392,10,0.0,2.2,2.2,0.9,0.9,3.9,51,0.0,-0.7189542483660131,0.6466210931142171,0.072,0.0,0.0,0.056,0.872,0.072,nan
dev,Emotional Support,80,0.45,0.45,0.5625,0.4346519241730372,0.6400954789890507,-0.18750000000000006,-0.259247300028801,0.18855835240274596,0.3971395881006865,0.2195121951219512,0.19736654329995482,0.22034774250708436,1.0,nan,nan,0.2857142857142857,0,nan,nan,nan,nan,nan,nan,42,0.0,-0.515873015873016,0.4346519241730372,0.0,0.0,0.0,0.0,0.8125,0.1875,nan
dev,Error Correction,75,0.4533333333333333,0.4533333333333333,0.5599999999999999,0.45995395766364205,0.7118052168020874,-0.2666666666666667,-0.2533856105804444,0.19029733959311423,0.44469483568075113,0.18232428670842038,0.2226077175972926,0.2444226542960663,0.9733333333333334,nan,0.0,0.36,1,0.0,2.0,2.0,1.0,1.0,4.0,50,0.0,-0.5333333333333334,0.45995395766364205,0.02666666666666667,0.0,0.0,0.0,0.72,0.28,nan
dev,Idea Provision,89,0.5056179775280899,0.5056179775280899,0.5468164794007491,0.522457053152363,0.7154440402865364,-0.1797752808988764,-0.1850315801213297,0.21487414187643022,0.4815133828709537,0.2869236583522299,0.3752874063616056,0.4171639441474703,0.9662921348314607,nan,0.0,0.39622641509433965,3,0.0,1.8888888888888886,1.8888888888888886,1.0,1.0,4.0,53,0.0,-0.49056603773584917,0.522457053152363,0.033707865168539325,0.0,0.0,0.0,0.7415730337078652,0.25842696629213485,nan
dev,Personalized Content Creation,45,0.5555555555555556,0.5555555555555556,0.5185185185185184,0.5095942868126764,0.6363476028122823,-0.35555555555555546,-0.3529555373721652,0.1647058823529412,0.44967320261437915,0.11417322834645671,0.19110335708838885,0.2143276999681003,1.0,nan,nan,0.0625,0,nan,nan,nan,nan,nan,nan,16,0.0,-0.7916666666666667,0.5095942868126764,0.0,0.0,0.0,0.044444444444444446,0.9333333333333333,0.022222222222222223,nan
dev,Personalized Learning Support,55,0.4727272727272727,0.4727272727272727,0.5818181818181818,0.5340477004195704,0.693403259877022,-0.47272727272727266,-0.4481788071719082,0.27422003284072255,0.421784345922277,0.4377863940782517,0.5616511742938598,0.6290487509209941,1.0,nan,nan,0.16,0,nan,nan,nan,nan,nan,nan,25,0.0,-0.7466666666666667,0.5340477004195704,0.0,0.0,0.0,0.2,0.7272727272727273,0.07272727272727272,nan
dev,Question Answering,38,0.631578947368421,0.631578947368421,0.6491228070175438,0.6438242050639369,1.0841764600337105,0.26315789473684204,0.20354784162420966,0.24000000000000005,0.6315789473684211,0.22654867256637168,0.3667513381565471,0.40004734568283135,0.8947368421052632,0.0,0.0,0.7142857142857143,4,0.0,3.0,3.0,1.0,1.0,4.5,28,0.0,-0.1071428571428573,0.6438242050639369,0.10526315789473684,0.0,0.0,0.0,0.42105263157894735,0.5789473684210527,nan
dev,Question Generation,74,0.5,0.5,0.5585585585585586,0.4686655697521863,0.6931669932133818,-0.2612612612612613,-0.2259692157710995,0.28457472795913835,0.4836631434899256,0.3433759801898473,0.3778364597113282,0.4263508985828236,0.972972972972973,nan,0.0,0.3333333333333333,2,0.0,1.8333333333333333,1.8333333333333333,1.0,1.0,4.0,42,0.0,-0.523809523809524,0.4686655697521863,0.02702702702702703,0.0,0.0,0.05405405405405406,0.7432432432432432,0.20270270270270271,nan
dev,Teaching Material Generation,83,0.4939759036144578,0.4939759036144578,0.5341365461847389,0.5015122660671373,0.6389834631124592,-0.357429718875502,-0.342058238255451,0.16791979949874686,0.39221547845517407,0.07692307692307676,0.1623904663147204,0.1827529833950738,0.9759036144578314,nan,nan,0.10526315789473684,0,nan,nan,nan,nan,nan,nan,38,0.05263157894736842,-0.710526315789474,0.5015122660671373,0.024096385542168676,0.0,0.0,0.04819277108433735,0.9036144578313253,0.04819277108433735,nan
test,Emotional Support,174,0.4827586206896552,0.4827586206896552,0.5287356321839081,0.49259562145247765,0.6282006171006764,-0.29885057471264376,-0.38169931269240104,0.19629127091813658,0.4393081613874203,0.2733178654292343,0.32664614995174013,0.36395751418196015,1.0,nan,0.0,0.2692307692307692,1,0.0,1.0,1.0,0.0,0.0,3.0,104,0.0,-0.5416666666666669,0.49259562145247765,0.0,0.0,0.0,0.017241379310344827,0.8218390804597702,0.16091954022988506,nan
