split,metric_canonical,n,Accuracy,Exact Match,MAE_label,MAE_expected,RMSE_label,Signed Bias label,Signed Bias expected,Macro-F1,Weighted-F1,Quadratic Weighted Kappa,Kendall tau,Spearman rho,Within-1 Accuracy,Acc@1,Acc@2,Acc@5,low_n,low_exact_match,low_MAE,low_signed_bias,low_to_high_rate,low_severe_overestimation_rate,mean_pred_low,high_n,high_to_mid_or_low_rate,high_signed_bias,MAE_score,severe_error_rate,pred_label_1_rate,pred_label_2_rate,pred_label_3_rate,pred_label_4_rate,pred_label_5_rate,monotonic_violation_rate
dev,Basic Factual Accuracy,83,0.5662650602409639,0.5662650602409639,0.5180722891566265,0.521362517253462,0.7683498199278325,-0.18072289156626511,-0.2600310911615211,0.20456327985739753,0.6235036402293667,0.2111629514428891,0.21117900703441916,0.22408603035209065,0.963855421686747,0.0,0.0,0.5652173913043478,3,0.0,2.555555555555556,2.555555555555556,1.0,1.0,4.333333333333333,69,0.0,-0.3333333333333335,0.521362517253462,0.03614457831325301,0.0,0.0,0.0,0.5060240963855421,0.4939759036144578,nan
dev,"Clarity, Simplicity & Inspiration",47,0.48936170212765956,0.48936170212765956,0.524822695035461,0.49559903144836426,0.6302087912488812,-0.3262411347517731,-0.29424605640113777,0.13142857142857142,0.321580547112462,0.0,nan,nan,0.9787234042553191,nan,0.0,0.0,1,0.0,1.6666666666666665,1.6666666666666665,1.0,1.0,4.0,20,0.0,-0.7666666666666669,0.49559903144836426,0.02127659574468085,0.0,0.0,0.0,1.0,0.0,nan
dev,Content Relevance & Scope Control,76,0.5921052631578947,0.5921052631578947,0.4780701754385964,0.42373855699572643,0.6009252125773316,-0.25877192982456143,-0.2561899444513154,0.2391700036403349,0.6022359320215355,0.3462819089900111,0.26646297063628566,0.2896305742928695,1.0,nan,nan,0.5,0,nan,nan,nan,nan,nan,nan,54,0.0,-0.3641975308641977,0.42373855699572643,0.0,0.0,0.0,0.0,0.631578947368421,0.3684210526315789,nan
dev,Domain Knowledge Accuracy,33,0.5454545454545454,0.5454545454545454,0.4949494949494949,0.43788874992216476,0.6002244249190134,-0.3333333333333333,-0.2080566594094941,0.18322903629536919,0.4370614783631054,0.13913043478260856,0.31996516545216613,0.356346801224897,1.0,nan,nan,0.13333333333333333,0,nan,nan,nan,nan,nan,nan,15,0.0,-0.688888888888889,0.43788874992216476,0.0,0.0,0.0,0.0,0.9393939393939394,0.06060606060606061,nan
dev,Error Identification & Correction Precision,34,0.38235294117647056,0.38235294117647056,0.7647058823529411,0.6612713874555101,1.0097563285948026,-0.07843137254901965,-0.08732667857525399,0.1653225806451613,0.3694259962049336,0.1158989598811292,0.14501047335684955,0.16076254101809476,0.9117647058823529,0.0,0.0,0.3181818181818182,2,0.0,2.6666666666666665,2.6666666666666665,1.0,1.0,4.0,22,0.0,-0.5757575757575758,0.6612713874555101,0.08823529411764706,0.0,0.0,0.0,0.7352941176470589,0.2647058823529412,nan
dev,Higher-Order Thinking & Skill Development,45,0.4,0.4,0.6888888888888889,0.6314479668935141,0.8089010988089465,-0.14074074074074072,-0.23523041583873605,0.17643097643097644,0.3158997381219603,0.10497237569060769,0.1607325857523463,0.18498273027622447,0.9333333333333333,nan,0.0,0.0,2,0.0,1.8333333333333333,1.8333333333333333,1.0,1.0,4.0,12,0.08333333333333333,-0.8611111111111113,0.6314479668935141,0.06666666666666667,0.0,0.0,0.2222222222222222,0.7777777777777778,0.0,nan
dev,Instruction Following & Task Completion,124,0.4274193548387097,0.4274193548387097,0.6290322580645161,0.5342537177506314,0.7998655801049069,-0.26881720430107525,-0.20680217076373358,0.171580081199768,0.36917830004356667,0.10361445783132528,0.20750879465404726,0.23631521997315946,0.9596774193548387,0.0,0.0,0.203125,4,0.0,2.4166666666666665,2.4166666666666665,1.0,1.0,4.25,64,0.015625,-0.6510416666666669,0.5342537177506314,0.04032258064516129,0.0,0.0,0.04032258064516129,0.8225806451612904,0.13709677419354838,nan
dev,"Motivation, Guidance & Positive Feedback",44,0.4318181818181818,0.4318181818181818,0.5833333333333334,0.5624309868523569,0.6908492797077573,-0.18939393939393936,-0.24945835814331516,0.174384236453202,0.31840573219883567,0.23383084577114432,0.323980343320393,0.3701295396811023,0.9772727272727273,nan,0.0,0.0,2,0.0,1.3333333333333333,1.3333333333333333,0.5,0.5,3.5,14,0.0,-0.7857142857142859,0.5624309868523569,0.022727272727272728,0.0,0.0,0.13636363636363635,0.8636363636363636,0.0,nan
dev,"Personalization, Adaptation & Learning Support",41,0.43902439024390244,0.43902439024390244,0.6016260162601627,0.5419030073212414,0.6866911354074366,-0.2764227642276422,-0.29872265870009007,0.16374269005847955,0.3089430894308944,0.13087557603686628,0.1842096299381922,0.20899757627257023,1.0,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,16,0.0,-0.8333333333333335,0.5419030073212414,0.0,0.0,0.0,0.07317073170731707,0.926829268292683,0.0,nan
dev,Reasoning Process Rigor,48,0.375,0.375,0.7847222222222223,0.679229274392128,1.059568395708925,-0.07638888888888885,0.01207680669095785,0.12443181818181819,0.22792376893939392,0.031161473087818692,0.14827614643912512,0.16764718520983635,0.9166666666666666,0.0,0.0,0.047619047619047616,4,0.0,2.6666666666666665,2.6666666666666665,1.0,1.0,4.0,21,0.0,-0.888888888888889,0.679229274392128,0.08333333333333333,0.0,0.0,0.0,0.9791666666666666,0.020833333333333332,nan
