n,Accuracy,Exact Match,MAE_label,MAE_expected,RMSE_label,Signed Bias label,Signed Bias expected,Macro-F1,Weighted-F1,Quadratic Weighted Kappa,Kendall tau,Spearman rho,Within-1 Accuracy,Acc@1,Acc@2,Acc@5,low_n,low_exact_match,low_MAE,low_signed_bias,low_to_high_rate,low_severe_overestimation_rate,mean_pred_low,high_n,high_to_mid_or_low_rate,high_signed_bias,MAE_score,severe_error_rate,pred_label_1_rate,pred_label_2_rate,pred_label_3_rate,pred_label_4_rate,pred_label_5_rate,monotonic_violation_rate,mean_violation_magnitude,p1_ge_p2_rate,p2_ge_p3_rate,p3_ge_p4_rate,mean_prob_gt_1,prob_gt_1_positive_rate,mean_prob_gt_2,prob_gt_2_positive_rate,mean_prob_gt_3,prob_gt_3_positive_rate,mean_prob_gt_4,prob_gt_4_positive_rate,split,expected_edurisk,expected_edurisk_low,expected_edurisk_mid,expected_edurisk_high,loss,epoch,global_step
1107,0.5392953929539296,0.5392953929539296,0.6106594399277326,0.5265369477741548,0.887532840976662,0.4299909665763324,-0.04927368366513689,0.21764083454097943,0.4833916475709279,0.29910839651783216,0.30934564368225875,0.3515409478958354,0.9060523938572719,0.0,0.0,0.8435251798561151,57,0.0,2.3625730994152043,2.3625730994152043,0.7719298245614035,0.8947368421052632,4.087719298245614,556,0.01618705035971223,0.0005995203836929092,0.5265369477741548,0.0939476061427281,0.0,0.005420054200542005,0.02168021680216802,0.25745257452574527,0.7154471544715447,0.0,0.0,1.0,1.0,1.0,0.9580092047826599,1.0,0.8971569496657036,0.994579945799458,0.7732000331837741,0.9728997289972899,0.5752960015441667,0.7154471544715447,dev,0.28695543614563607,1.2567465619200415,0.25998914604516404,0.21149366121846352,1.1441321994760911,1,26
1107,0.6323396567299007,0.6323396567299007,0.5170129479072568,0.500286791777618,0.7912118933399583,0.23035230352303523,-0.164544254999066,0.48873261353932546,0.6114870923901938,0.5285335970847813,0.43795507458087396,0.49493319906908495,0.9322493224932249,0.6842105263157895,0.0,0.8453237410071942,57,0.22807017543859648,1.7134502923976607,1.7134502923976607,0.45614035087719296,0.5614035087719298,3.43859649122807,556,0.017985611510791366,0.0005995203836928837,0.500286791777618,0.06775067750677506,0.011743450767841012,0.0036133694670280035,0.0966576332429991,0.26558265582655827,0.6224028906955736,0.0,0.0,1.0,1.0,1.0,0.9377561793666814,0.988256549232159,0.8667049063664087,0.9846431797651309,0.7362750632786835,0.8879855465221319,0.5476554541690014,0.6224028906955736,dev,0.26774813929754004,0.9358558029716573,0.26825259275251795,0.1988068859950512,1.0973875599799396,2,52
1107,0.6504065040650406,0.6504065040650406,0.5019572417946402,0.4312504048592999,0.7847154771036584,0.35501355013550134,-0.017399652432835432,0.48797784570207303,0.6148485770037397,0.5189879892963798,0.4582032942368026,0.5151258275101026,0.9376693766937669,0.6842105263157895,0.0,0.9118705035971223,57,0.22807017543859648,1.8187134502923974,1.8187134502923974,0.5614035087719298,0.5964912280701754,3.543859649122807,556,0.0,0.0851318944844123,0.4312504048592999,0.06233062330623306,0.011743450767841012,0.0,0.04968383017163505,0.24570912375790424,0.6928635953026197,0.0,0.0,1.0,1.0,1.0,0.9508992508322996,0.988256549232159,0.8934586138448526,0.988256549232159,0.7821236675203035,0.938572719060524,0.609054689648096,0.6928635953026197,dev,0.2483838852653751,1.0562525253820543,0.26327211295937,0.1523347900001158,1.1192678843470787,3,78
1107,0.6594399277326106,0.6594399277326106,0.49292381812707015,0.47314323703412087,0.7735074407627809,0.2917795844625113,-0.09868736587996516,0.49049624353503135,0.6309517325111079,0.5207353155163215,0.45746385236242443,0.5132861124101034,0.9394760614272809,0.6842105263157895,0.02631578947368421,0.8669064748201439,57,0.24561403508771928,1.766081871345029,1.766081871345029,0.5263157894736842,0.5614035087719298,3.491228070175439,556,0.0035971223021582736,0.03657074340527562,0.47314323703412087,0.06052393857271906,0.011743450767841012,0.0018066847335140017,0.045167118337850046,0.31255645889792233,0.6287262872628726,0.0,0.0,1.0,1.0,1.0,0.9467411968846954,0.988256549232159,0.8815115757333661,0.986449864498645,0.7569623470959248,0.941282746160795,0.5690333837300015,0.6287262872628726,dev,0.2630548573640876,1.026483875135646,0.26390039897429557,0.18403839770865313,1.098169612369949,4,104
1107,0.6404697380307136,0.6404697380307136,0.5121951219512195,0.4247063330518521,0.796900046323359,0.39295392953929537,0.010650192172869739,0.4745596270913165,0.5986702356364926,0.4968149270635056,0.4498407705182653,0.5055756739202503,0.931345980126468,0.6842105263157895,0.0,0.9262589928057554,57,0.22807017543859648,1.8538011695906431,1.8538011695906431,0.5789473684210527,0.631578947368421,3.5789473684210527,556,0.0017985611510791368,0.09772182254196626,0.4247063330518521,0.06865401987353206,0.011743450767841012,0.0,0.04155374887082204,0.2240289069557362,0.7226738934056007,0.0,0.0,1.0,1.0,1.0,0.9534309266611274,0.988256549232159,0.8988174112798022,0.988256549232159,0.791419894055084,0.9467028003613369,0.6199178265764393,0.7226738934056007,dev,0.24567211849901863,1.0573236987672812,0.26154138300914753,0.1483635632053232,1.1178743217488845,5,130
1107,0.6449864498644986,0.6449864498644986,0.5097862089732008,0.4774395559466557,0.7957656684581571,0.2827461607949413,-0.103834902798688,0.49314068518318754,0.6193156967795767,0.5033282282413687,0.44059820390754667,0.4966123110129405,0.9304426377597109,0.6842105263157895,0.0,0.8615107913669064,57,0.22807017543859648,1.8362573099415203,1.8362573099415203,0.5789473684210527,0.6140350877192983,3.56140350877193,556,0.01079136690647482,0.023980815347721667,0.4774395559466557,0.06955736224028906,0.011743450767841012,0.0,0.07046070460704607,0.2764227642276423,0.6413730803974707,0.0,0.0,1.0,1.0,1.0,0.9437782360474699,0.988256549232159,0.8783687939219574,0.988256549232159,0.75518010361179,0.9177958446251129,0.5717738278566875,0.6413730803974707,dev,0.2618459468687882,1.024839849519674,0.2665875306435925,0.17941250291941085,1.1079696095247062,6,156
1107,0.6495031616982837,0.6495031616982837,0.5109906654622102,0.4688729210741296,0.7999171893303761,0.2990063233965673,-0.07934770189972754,0.4880493459598165,0.6214922094825411,0.5044874954498033,0.44513001179754363,0.5012501039687067,0.9304426377597109,0.6842105263157895,0.0,0.8794964028776978,57,0.22807017543859648,1.8538011695906431,1.8538011695906431,0.5789473684210527,0.6140350877192983,3.5789473684210527,556,0.01079136690647482,0.04196642685851303,0.4688729210741296,0.06955736224028906,0.011743450767841012,0.0027100271002710027,0.06233062330623306,0.2682926829268293,0.6549232158988256,0.0,0.0,1.0,1.0,1.0,0.9457531443779384,0.988256549232159,0.882568241915621,0.985546522131888,0.7628317601076902,0.9232158988256549,0.5824350164462867,0.6549232158988256,dev,0.25856049684029453,1.0401973453015416,0.26559700404373016,0.17217680093959617,1.1125451356386966,7,182
1107,0.6449864498644986,0.6449864498644986,0.5146040349292381,0.4623767194960427,0.8029229949019061,0.32791327913279134,-0.05170858552462366,0.48140477500184103,0.6129315191139244,0.4920382193744025,0.4377483405280723,0.49315695112307023,0.9295392953929539,0.6842105263157895,0.0,0.8866906474820144,57,0.22807017543859648,1.8888888888888886,1.8888888888888886,0.6140350877192983,0.6491228070175439,3.6140350877192984,556,0.007194244604316547,0.052757793764987855,0.4623767194960427,0.07046070460704607,0.011743450767841012,0.0009033423667570009,0.051490514905149054,0.26648599819331525,0.6693766937669376,0.0,0.0,1.0,1.0,1.0,0.948239867751299,0.988256549232159,0.8877239688329042,0.987353206865402,0.7715363896518354,0.935862691960253,0.5937270484431441,0.6693766937669376,dev,0.2564308943326628,1.0653547679458075,0.264877549685568,0.16599688616668362,1.120339171920749,8,208
1107,0.6449864498644986,0.6449864498644986,0.5167118337850045,0.45785302385010296,0.8068511215271039,0.34688346883468835,-0.03984430898065061,0.4805044848411148,0.6101811780247813,0.49105602726050923,0.4387886928062113,0.49450034989451,0.928635953026197,0.6842105263157895,0.0,0.9010791366906474,57,0.22807017543859648,1.9064327485380115,1.9064327485380115,0.631578947368421,0.6666666666666666,3.6315789473684212,556,0.007194244604316547,0.06714628297362094,0.45785302385010296,0.07136404697380307,0.011743450767841012,0.0009033423667570009,0.04878048780487805,0.2529358626919603,0.6856368563685636,0.0,0.0,1.0,1.0,1.0,0.9492328623149884,0.988256549232159,0.8898699761157167,0.987353206865402,0.7753144526364519,0.938572719060524,0.5986742769256941,0.6856368563685636,dev,0.25474940475012076,1.0679274878297165,0.26444854643874566,0.1627664430060243,1.1208105730495865,9,234
1107,0.6440831074977417,0.6440831074977417,0.5182174043962663,0.45822244977706955,0.8070376982717707,0.34417344173441733,-0.0414034240183361,0.47815780246751255,0.6093179667141707,0.48998151819143054,0.43748874544298966,0.4933796031032607,0.928635953026197,0.6842105263157895,0.0,0.8992805755395683,57,0.22807017543859648,1.9064327485380115,1.9064327485380115,0.631578947368421,0.6666666666666666,3.6315789473684212,556,0.007194244604316547,0.06534772182254181,0.45822244977706955,0.07136404697380307,0.011743450767841012,0.0009033423667570009,0.04878048780487805,0.25564588979223124,0.6829268292682927,0.0,0.0,1.0,1.0,1.0,0.9490896598608406,0.988256549232159,0.8895794926101869,0.987353206865402,0.7748185668372849,0.938572719060524,0.5980447234687679,0.6829268292682927,dev,0.2550943820964875,1.0695662042085212,0.2644631822220227,0.16327229374684663,1.121295290027591,10,260
