seed,metric,soft_effect_without_rubric_v01_minus_v00,soft_effect_with_rubric_v11_minus_v10,rubric_effect_with_hard_v10_minus_v00,rubric_effect_with_soft_v11_minus_v01,interaction,direction_note
42,MAE,-0.020346646571213267,0.0018839487565938118,-0.03466465712132627,-0.012434061793519191,0.02223059532780708,raw signed difference; negative favors left for lower-is-better metrics
42,QWK,0.04148191261348788,-0.020614912217543635,0.09364772940045551,0.031550904569424,-0.062096824831031516,raw signed difference; negative favors left for lower-is-better metrics
42,Exact_Match,0.008666164280331623,-0.0030143180105501877,0.019216277317257058,0.007535795026375247,-0.01168048229088181,raw signed difference; negative favors left for lower-is-better metrics
42,Kendall_tau,0.03738240398078191,-0.007161085301435277,0.06454146468433081,0.01999797540211362,-0.044543489282217186,raw signed difference; negative favors left for lower-is-better metrics
42,Signed_Bias,-0.017332328560663163,-0.005651846269781463,-0.013564431047475511,-0.0018839487565938118,0.0116804822908817,raw signed difference; negative favors left for lower-is-better metrics
42,abs_Signed_Bias,-0.017332328560663163,-0.005651846269781463,-0.013564431047475511,-0.0018839487565938118,0.0116804822908817,raw signed difference; negative favors left for lower-is-better metrics
42,expected_score_MAE,0.020347474217572104,0.03702183791635366,-0.039338286545986145,-0.022663922847204587,0.016674363698781558,raw signed difference; negative favors left for lower-is-better metrics
42,human_CE,-0.271317674561818,-0.5578593969800496,0.31325278267131274,0.02671106025308112,-0.2865417224182316,raw signed difference; negative favors left for lower-is-better metrics
42,human_Brier,-0.05611225209562665,-0.0827310429147391,0.022633055468666563,-0.003985735350445885,-0.026618790819112448,raw signed difference; negative favors left for lower-is-better metrics
42,human_RPS,-0.008282600399144482,-0.010049079010387797,0.0006496720000717104,-0.0011168066111716043,-0.0017664786112433148,raw signed difference; negative favors left for lower-is-better metrics
42,Bin_Agreement,0.009419743782969059,0.0030143180105500766,0.0030143180105500766,-0.0033911077618689056,-0.006405425772418982,raw signed difference; negative favors left for lower-is-better metrics
42,low_to_high_rate,0.013157894736842035,0.039473684210526216,-0.13157894736842102,-0.10526315789473684,0.02631578947368418,raw signed difference; negative favors left for lower-is-better metrics
42,high_to_low_rate,0.0017189514396218305,0.0004297378599054576,-0.001289213579716373,-0.002578427159432746,-0.001289213579716373,raw signed difference; negative favors left for lower-is-better metrics
42,label1_recall,0.0,0.0,0.0,0.0,0.0,raw signed difference; negative favors left for lower-is-better metrics
42,label2_recall,0.0,0.0,0.0,0.0,0.0,raw signed difference; negative favors left for lower-is-better metrics
42,label3_recall,-0.01593625498007968,-0.05577689243027889,0.05976095617529881,0.019920318725099598,-0.03984063745019921,raw signed difference; negative favors left for lower-is-better metrics
42,label4_recall,0.04968287526427062,0.03699788583509511,0.006342494714587699,-0.00634249471458781,-0.012684989429175508,raw signed difference; negative favors left for lower-is-better metrics
42,label5_recall,-0.014482259232440287,-0.020999275887038316,0.02172338884866032,0.01520637219406229,-0.006517016654598029,raw signed difference; negative favors left for lower-is-better metrics
43,MAE,-0.022984174830444626,-0.012434061793519247,-0.0015071590052750383,0.009042954031650341,0.01055011303692538,raw signed difference; negative favors left for lower-is-better metrics
43,QWK,0.04861730289560384,0.02954672987089102,0.01121056550051347,-0.007860007524199353,-0.019070573024712822,raw signed difference; negative favors left for lower-is-better metrics
43,Exact_Match,0.010926902788244153,-0.0026375282592313587,0.0033911077618689056,-0.010173323285606606,-0.013564431047475511,raw signed difference; negative favors left for lower-is-better metrics
43,Kendall_tau,0.03129276698568256,0.017801920106131575,-0.004074018433527671,-0.01756486531307866,-0.013490846879550988,raw signed difference; negative favors left for lower-is-better metrics
43,Signed_Bias,-0.03579502637528259,-0.03654860587792014,-0.00527505651846269,-0.0060286360211002366,-0.0007535795026375469,raw signed difference; negative favors left for lower-is-better metrics
43,abs_Signed_Bias,-0.03579502637528259,-0.03654860587792014,-0.00527505651846269,-0.0060286360211002366,-0.0007535795026375469,raw signed difference; negative favors left for lower-is-better metrics
43,expected_score_MAE,0.02270897489867174,0.027932243868285522,-0.008825985348868248,-0.003602716379254467,0.005223268969613781,raw signed difference; negative favors left for lower-is-better metrics
