sample_id_hash,target_score,operator,accepted,edit_ratio,length_ratio
df2c9f4ac1296c560575b1567c823bdd40f5d32aef56a59a4cd00250586c3888,1,introduce_scope_drift_or_irrelevant_content,False,0.791921664626683,0.7864431486880467
153b1fa97c035f83204da2a58cd29dbdeb437880a67ca9d0b0b04dd0709c981b,2,remove_required_key_point,False,0.014848447662289876,0.9707376058041113
171a292e81dcccc724d2b5dc2f4573d5c84453b9311baa8a6aafc05a066ec18f,2,introduce_factual_or_rubric_contradiction,True,0.08045370614613556,1.0058201058201057
8b569004d259c0b3d0e67d8540799d647de97b9648d8d70dae34adb233736c82,3,violate_explicit_task_or_format_constraint,True,0.21334681496461072,0.6483333333333333
952749bdd56825f84a1ef82bb3a2bf3d124f9abeda578619913fb152f302a1c3,3,remove_reasoning_or_supporting_evidence,False,0.7579042457091237,0.31316725978647686
0df61d513bed1a40a69c47b8f535eff403d2b3ce67fe9a0b1283d168e233d94c,3,remove_required_key_point,False,0.08108108108108103,0.85
8a5e8e6c65cc0b51b71b122f37aabebb346703358b80c957a0dd1c05594fb5bc,1,introduce_factual_or_rubric_contradiction,True,0.13444302176696543,1.0128865979381443
26af439d28dfbff463f722a34bb19b0e0f786ad95d073b869549d074a57c117b,2,violate_explicit_task_or_format_constraint,False,0.1255172413793103,0.7769607843137255
b649f25992e0d8ae91db5a1c6c8f81c216ac4ff53fdba710ac7dd36ababbef60,3,introduce_factual_or_rubric_contradiction,False,0.0322250639386189,1.0665961945031712
ea8ffd1ceb66ebac847a491a4a8e208e304bf64d4740e224d02d98986bd828cc,2,remove_required_key_point,False,0.035024154589372025,1.0725907384230289
d6dcbe5e66b9224b09da9e8ad57b47d981caaf446280f5e6f01a7361990cac43,2,introduce_factual_or_rubric_contradiction,True,0.10284035259549462,1.042
3f779236e4ae6746f3a0192b9ab6f57b76b911b7ac9a2e150fd638b9cf1e2190,1,introduce_factual_or_rubric_contradiction,False,0.019669551534225005,1.0401284109149278
fb69003264135357429487ff99727afd3e42d050a7593ba25e8f584c4541a095,3,introduce_factual_or_rubric_contradiction,True,0.05507631055076312,1.1165730337078652
58396d759842121f86f75d3b5dde844fefdd729a84d3ec79dfd4bc51341f18ab,1,violate_explicit_task_or_format_constraint,False,0.1775147928994083,1.2533333333333334
9be900005339971222f6c03abf39f18e7292a6ca3237147dea501e9ae119932f,3,introduce_scope_drift_or_irrelevant_content,True,0.07582791705354375,1.146843853820598
22638518efb40f7de1c50754f3c9965d8eab7f4351eb789d42312bffc1173650,3,remove_required_key_point,True,0.09745656006043812,0.8223955943093162
fcd92783a09f18c166e4df9766f3101c3ac5bafab56ca99da7df0e894db2e25b,2,remove_reasoning_or_supporting_evidence,True,0.17071320182094085,0.7094682230869002
8c99ba9d34a8ed045e0daf59029b1628b4127c144f1ce859ca18a8b5fdba46e5,2,remove_reasoning_or_supporting_evidence,True,0.19281045751633985,0.6767123287671233
52c5bff85a789a2017fb3f75eb688d637446eaaff7f8ecfeccac9becdfd6e14a,3,introduce_factual_or_rubric_contradiction,False,0.159041394335512,1.0491071428571428
97391015f78ed999ef07e855f239402d4b9adb134cd9a4f140f5238f125ae432,2,introduce_scope_drift_or_irrelevant_content,False,0.14727085478887747,1.311904761904762
47a9703e5ee9174b7ee5043d609a15b640845b639076ff3982b9cf31a1e169a7,2,violate_explicit_task_or_format_constraint,False,0.34191176470588236,0.4904109589041096
79184ffe6baac6c2f5423f1b497878ed83a5ccf54c87841dba41dddf8e85f46e,2,introduce_scope_drift_or_irrelevant_content,True,0.2919402985074627,0.8756998880179171
85b3dadb0310a801c5d11e0b9a2603835e47da3c14d89a8b4201d9c9fdfcd55a,3,introduce_scope_drift_or_irrelevant_content,True,0.11284046692607008,1.1416666666666666
42df3b9fd7886d12994568d7e7a5d65e74b6e19adb6f5d9d66066932e88ee07a,2,violate_explicit_task_or_format_constraint,True,0.1337325349301397,0.7703180212014135
2b003f14496cb48369a6535d3e24840128a07372b86eeb4c78f950383c0b8d17,2,remove_reasoning_or_supporting_evidence,False,0.04602970841738496,0.9126622237811294
c4b12e2a22d86ad833c0301541a2d3ab9b9e9ac29137f7370837e7ae3b66e7bf,1,remove_reasoning_or_supporting_evidence,False,0.23953098827470687,0.6135135135135135
367f55d290fb0703be43db10ad45ce2e78101e9fb9c7fe494293641482a998fd,2,remove_reasoning_or_supporting_evidence,False,0.3047256925583922,0.5431684828164292
dea589fb6716ee105f401db11566d645f7ed9d8e5cb51cd99aedeaea9ca7f90c,2,introduce_factual_or_rubric_contradiction,False,0.02734375,1.0562248995983936
