seed,left_variant,right_variant,effect,metric,difference_right_minus_left
42,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,MAE_argmax,0.009936766034327027
42,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,MAE_expected,-0.010353204633597624
42,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,QWK,0.0016719108605417476
42,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,Accuracy,-0.014453477868112019
42,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,Exact_Match,-0.014453477868112019
42,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,Kendall_tau,-0.024415327881992854
42,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,Bin_Agreement,-0.0018066847335139746
42,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,Signed_Bias_argmax,-0.058717253839205064
42,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,low_to_high_count,0.0
42,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,low_to_high_rate,0.0
42,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,high_to_low_count,-1.0
42,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,high_to_low_rate,-0.0010582010582010583
42,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label1_recall,0.0
42,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label2_recall,0.0
42,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label3_recall,0.06666666666666668
42,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label4_recall,0.020565552699228773
42,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label5_recall,-0.055755395683453224
42,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,low_mean_p_score_ge_4,-0.013406514642267942
42,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,high_mean_p_score_le_2,-0.004439712758666987
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,MAE_argmax,0.0018066847335140301
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,MAE_expected,-0.014078376919762214
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,QWK,0.012103762538755114
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,Accuracy,-0.009033423667570095
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,Exact_Match,-0.009033423667570095
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,Kendall_tau,-0.009426477232147623
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,Bin_Agreement,0.008130081300812941
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,Signed_Bias_argmax,-0.03252032520325204
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,low_to_high_count,-3.0
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,low_to_high_rate,-0.05263157894736836
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,high_to_low_count,0.0
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,high_to_low_rate,0.0
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label1_recall,0.0
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label2_recall,0.0
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label3_recall,0.06666666666666665
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label4_recall,0.005141388174807138
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label5_recall,-0.03417266187050361
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,low_mean_p_score_ge_4,-0.02939272866308129
42,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,high_mean_p_score_le_2,-0.0007689947063939809
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,MAE_argmax,-0.00903342366757004
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,MAE_expected,0.02386582264165965
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,QWK,-0.01625577101918463
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Accuracy,0.02168021680216803
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Exact_Match,0.02168021680216803
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Kendall_tau,0.043906306524484906
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Bin_Agreement,-0.0027100271002709064
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Signed_Bias_argmax,0.14092140921409213
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,low_to_high_count,4.0
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,low_to_high_rate,0.07017543859649122
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,high_to_low_count,0.0
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,high_to_low_rate,0.0
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label1_recall,-0.052631578947368474
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label2_recall,0.0
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label3_recall,-0.09523809523809523
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label4_recall,-0.09768637532133673
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label5_recall,0.13129496402877694
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,low_mean_p_score_ge_4,0.07267803145530938
42,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,high_mean_p_score_le_2,0.0009688061726238128
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,MAE_argmax,0.0027100271002710175
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,MAE_expected,-0.0005657589117001871
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,QWK,-0.0024800976198877667
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Accuracy,-0.0018066847335140857
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Exact_Match,-0.0018066847335140857
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Kendall_tau,0.010064501410344429
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Bin_Agreement,0.0036133694670280603
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Signed_Bias_argmax,0.049683830171635024
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,low_to_high_count,1.0
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,low_to_high_rate,0.01754385964912286
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,high_to_low_count,-1.0
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,high_to_low_rate,-0.0010582010582010583
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label1_recall,-0.052631578947368474
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label2_recall,0.0
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label3_recall,0.0380952380952381
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label4_recall,-0.07197943444730082
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label5_recall,0.04136690647482011
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,low_mean_p_score_ge_4,0.029878788149960145
42,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,high_mean_p_score_le_2,-0.004239901292437155
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,MAE_argmax,-0.0009033423667569873
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,MAE_expected,0.01039385706904572
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,QWK,-0.015655906717308654
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,Accuracy,0.006323396567298967
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,Exact_Match,0.006323396567298967
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,Kendall_tau,0.015421034114739718
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,Bin_Agreement,0.0018066847335139746
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,Signed_Bias_argmax,0.04968383017163508
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,low_to_high_count,4.0
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,low_to_high_rate,0.07017543859649122
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,high_to_low_count,2.0
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,high_to_low_rate,0.0021164021164021165
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label1_recall,0.0
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label2_recall,0.0
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label3_recall,-0.09523809523809525
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label4_recall,-0.007712082262210873
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label5_recall,0.03597122302158273
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,low_mean_p_score_ge_4,0.06715347655567949
43,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,high_mean_p_score_le_2,0.004051235120730839
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,MAE_argmax,0.009936766034326971
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,MAE_expected,0.000524940235989646
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,QWK,-0.0016792464315554811
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,Accuracy,-0.009936766034327027
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,Exact_Match,-0.009936766034327027
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,Kendall_tau,-0.023555319719478163
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,Bin_Agreement,-0.009033423667569984
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,Signed_Bias_argmax,-0.07859078590785912
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,low_to_high_count,0.0
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,low_to_high_rate,0.0
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,high_to_low_count,-2.0
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,high_to_low_rate,-0.0021164021164021165
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label1_recall,-0.052631578947368474
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label2_recall,0.02631578947368421
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label3_recall,0.09523809523809525
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label4_recall,0.03084832904884327
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label5_recall,-0.059352517985611475
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,low_mean_p_score_ge_4,-0.04638254812680154
43,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,high_mean_p_score_le_2,-0.003626771808727573
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,MAE_argmax,-0.004516711833784992
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,MAE_expected,-0.004761838398878282
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,QWK,0.004816265365878314
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Accuracy,0.0036133694670280603
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Exact_Match,0.0036133694670280603
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Kendall_tau,-0.0013592192112416024
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Bin_Agreement,0.009936766034327027
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Signed_Bias_argmax,0.038843721770551065
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,low_to_high_count,-1.0
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,low_to_high_rate,-0.01754385964912286
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,high_to_low_count,1.0
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,high_to_low_rate,0.0010582010582010583
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label1_recall,0.052631578947368474
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label2_recall,0.05263157894736842
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label3_recall,-0.06666666666666668
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label4_recall,-0.007712082262210873
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label5_recall,0.01978417266187049
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,low_mean_p_score_ge_4,0.028970335367232147
43,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,high_mean_p_score_le_2,0.00143226180695395
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,MAE_argmax,0.004516711833784992
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,MAE_expected,0.006156958906157084
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,QWK,-0.012518887782985821
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Accuracy,0.0
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Exact_Match,0.0
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Kendall_tau,-0.009493504815980047
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Bin_Agreement,0.0027100271002710175
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Signed_Bias_argmax,0.009936766034327027
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,low_to_high_count,3.0
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,low_to_high_rate,0.05263157894736836
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,high_to_low_count,1.0
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,high_to_low_rate,0.0010582010582010583
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label1_recall,0.0
