seed,variant,selected_epoch,pure_min_mae_epoch,checkpoint_reload_pass,zero_weight_window_count,n,MAE_argmax,MAE_expected,QWK,Accuracy,Exact_Match,Kendall_tau,Bin_Agreement,Signed_Bias_argmax,Signed_Bias_expected,low_n,low_to_high_count,low_to_high_rate,high_n,high_to_low_count,high_to_low_rate,low_mean_p_score_ge_4,high_mean_p_score_le_2,label1_recall,pred_count_1,expected_mass_1,label2_recall,pred_count_2,expected_mass_2,label3_recall,pred_count_3,expected_mass_3,label4_recall,pred_count_4,expected_mass_4,label5_recall,pred_count_5,expected_mass_5
42,v0_original_unweighted,3,3,True,0,1107,0.39295392953929537,0.4479496265859333,0.5455352681216898,0.6901535682023487,0.6901535682023487,0.5344216164860431,0.8681120144534779,0.25383920505871727,0.14799912811058338,57,32,0.5614035087719298,945,1,0.0010582010582010583,0.5498582046854783,0.00965527803407067,0.6842105263157895,14,16.690726439372156,0.0,0,8.18501995256156,0.08571428571428572,26,77.96882542069943,0.6555269922879178,400,377.90934835758526,0.8758992805755396,667,626.2460797562962
42,v1_original_label_matched_weight,5,5,True,0,1107,0.4028906955736224,0.43759642195233567,0.5472071789822316,0.6757000903342367,0.6757000903342367,0.5100062886040503,0.8663053297199639,0.1951219512195122,0.1394999963938335,57,32,0.5614035087719298,945,0,0.0,0.5364516900432104,0.005215565275403683,0.6842105263157895,13,14.361885346941222,0.0,0,7.049999945774061,0.1523809523809524,43,74.5067597398538,0.6760925449871465,435,406.9624461635103,0.8201438848920863,616,604.1189093791763
42,v2_selective_hard_relabel,6,6,True,0,1107,0.4046973803071364,0.42351804503257345,0.5593109415209867,0.6666666666666666,0.6666666666666666,0.5005798113719027,0.8744354110207768,0.16260162601626016,0.12042302462043376,57,29,0.5087719298245614,945,0,0.0,0.5070589613801291,0.004446570569009702,0.6842105263157895,13,13.18593084472974,0.0,2,7.986752715721877,0.21904761904761905,51,77.7020392197287,0.6812339331619537,449,423.5836569442981,0.7859712230215827,592,584.5416213084536
42,v3_selective_soft_audit,3,3,True,0,1107,0.3956639566395664,0.4473838676742331,0.5430551705018021,0.6883468834688347,0.6883468834688347,0.5444861178963876,0.8717253839205059,0.3035230352303523,0.19870384426453666,57,33,0.5789473684210527,945,0,0.0,0.5797369928354384,0.0054153767416335145,0.631578947368421,12,14.089657637638084,0.0,0,5.524628712581034,0.12380952380952381,30,84.36093871927642,0.583547557840617,345,327.38044710903705,0.9172661870503597,720,675.6443271888129
43,v0_original_unweighted,7,5,True,0,1107,0.42005420054200543,0.44026724315248184,0.529287634679195,0.6630532971996387,0.6630532971996387,0.482806758583367,0.8663053297199639,0.2068654019873532,0.18664074025021368,57,31,0.543859649122807,945,0,0.0,0.5622347871132038,0.0021801369020367513,0.6842105263157895,13,12.839281462676833,0.0,0,4.867761650816501,0.2,54,60.32341650284922,0.622107969151671,400,395.7814553271428,0.8237410071942446,640,633.1880847751115
43,v1_original_label_matched_weight,4,4,True,0,1107,0.41915085817524844,0.45066110022152756,0.5136317279618864,0.6693766937669376,0.6693766937669376,0.49822779269810674,0.8681120144534779,0.2565492321589883,0.20704215839923076,57,35,0.6140350877192983,945,2,0.0021164021164021165,0.6293882636688833,0.00623137202276759,0.6842105263157895,15,14.606231043879859,0.0,0,7.071406666218536,0.10476190476190476,26,54.5480672433805,0.6143958868894601,393,371.0690377566352,0.8597122302158273,673,659.7052544429898
43,v2_selective_hard_relabel,5,5,True,0,1107,0.4290876242095754,0.4511860404575172,0.5119524815303309,0.6594399277326106,0.6594399277326106,0.4746724729786286,0.8590785907859079,0.17795844625112917,0.15256766233695968,57,35,0.6140350877192983,945,0,0.0,0.5830057155420818,0.0026046002140400165,0.631578947368421,12,11.819629234459615,0.02631578947368421,1,5.969592359721787,0.2,58,79.92999518708712,0.6452442159383034,425,395.0603107666029,0.8003597122302158,611,614.2204719250876
43,v3_selective_soft_audit,6,6,True,0,1107,0.4245709123757904,0.4464242020586389,0.5167687468962092,0.6630532971996387,0.6630532971996387,0.473313253767387,0.8690153568202349,0.21680216802168023,0.19133301752506027,57,34,0.5964912280701754,945,1,0.0010582010582010583,0.611976050909314,0.0040368620209939666,0.6842105263157895,14,12.568929429200825,0.07894736842105263,3,8.883544123299103,0.13333333333333333,33,45.53531308502257,0.6375321336760925,418,409.19736698411543,0.8201438848920863,639,630.8148451065827
44,v0_original_unweighted,4,3,True,0,1107,0.3974706413730804,0.44800380668347767,0.5461886529759833,0.6747967479674797,0.6747967479674797,0.5180390679305961,0.8672086720867209,0.11924119241192412,0.03972150040778965,57,31,0.543859649122807,945,0,0.0,0.5321320191851874,0.008031111509613746,0.5789473684210527,11,11.834411044676699,0.0,0,10.172542855792926,0.17142857142857143,47,111.6466202708325,0.7763496143958869,519,443.87976662473375,0.7482014388489209,530,529.4666553767456
44,v1_original_label_matched_weight,3,8,True,0,1107,0.4083107497741644,0.43745696927182576,0.5364881839588956,0.6738934056007226,0.6738934056007226,0.5117436523540737,0.8753387533875339,0.2944896115627823,0.19730000304502793,57,30,0.5263157894736842,945,0,0.0,0.5881007113534826,0.008183579130984851,0.6842105263157895,13,15.197308779343984,0.0,0,7.031125896515732,0.14285714285714285,33,87.0379458113166,0.5681233933161953,345,314.6303898606275,0.8938848920863309,716,683.1032291844022
44,v2_selective_hard_relabel,3,2,True,0,1107,0.4028906955736224,0.4523533860481353,0.5457444245335582,0.6720867208672087,0.6720867208672087,0.5041207162162596,0.8626919602529358,0.12827461607949414,-0.007307301570244776,57,29,0.5087719298245614,945,0,0.0,0.4830066354362204,0.016852442215377492,0.6842105263157895,13,18.069303654096075,0.0,0,15.615121616203396,0.1619047619047619,52,137.53293295896583,0.7455012853470437,491,402.90072947028966,0.762589928057554,551,532.881910703436
44,v3_selective_soft_audit,3,5,True,0,1107,0.3992773261065944,0.4763551830378407,0.5338303223257834,0.6729900632339657,0.6729900632339657,0.5099227989046595,0.8726287262872628,0.11562782294489611,-0.016564692884629764,57,30,0.5263157894736842,945,0,0.0,0.5325474104264,0.016024304225347275,0.5263157894736842,10,11.917133823502809,0.0,0,16.96503757823666,0.19047619047619047,46,142.6769455896865,0.7892030848329049,529,423.41956462032977,0.7338129496402878,522,512.021316149272
