check_name,path,status,details
file_size_under_10mb,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/filtered/filtered_synthetic_candidates.jsonl,PASS,bytes=1130317
lf_endings,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/filtered/filtered_synthetic_candidates.jsonl,PASS,LF/no CR newline
jsonl_loadable,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/filtered/filtered_synthetic_candidates.jsonl,PASS,records=157
file_size_under_10mb,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/generated/normalized_synthetic_candidates.jsonl,PASS,bytes=1107235
lf_endings,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/generated/normalized_synthetic_candidates.jsonl,PASS,LF/no CR newline
jsonl_loadable,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/generated/normalized_synthetic_candidates.jsonl,PASS,records=160
file_size_under_10mb,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/generated/raw_generations.jsonl,PASS,bytes=1171142
lf_endings,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/generated/raw_generations.jsonl,PASS,LF/no CR newline
jsonl_loadable,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/generated/raw_generations.jsonl,PASS,records=160
file_size_under_10mb,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/leakage/leakage_details.csv,PASS,bytes=29099
lf_endings,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/leakage/leakage_details.csv,PASS,LF/no CR newline
csv_readable,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/leakage/leakage_details.csv,PASS,rows=158
file_size_under_10mb,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/leakage/leakage_report.md,PASS,bytes=593
lf_endings,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/leakage/leakage_report.md,PASS,LF/no CR newline
file_size_under_10mb,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/leakage/leakage_summary.csv,PASS,bytes=217
lf_endings,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/leakage/leakage_summary.csv,PASS,LF/no CR newline
csv_readable,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/leakage/leakage_summary.csv,PASS,rows=4
file_size_under_10mb,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/prompts/topup2_prompts.jsonl,PASS,bytes=898711
lf_endings,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/prompts/topup2_prompts.jsonl,PASS,LF/no CR newline
jsonl_loadable,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/prompts/topup2_prompts.jsonl,PASS,records=160
file_size_under_10mb,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/reports/notion_exp06_topup2_summary.md,PASS,bytes=761
lf_endings,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/reports/notion_exp06_topup2_summary.md,PASS,LF/no CR newline
file_size_under_10mb,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/reports/sanity_check_topup2_generation.md,PASS,bytes=531
lf_endings,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/reports/sanity_check_topup2_generation.md,PASS,LF/no CR newline
file_size_under_10mb,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/reports/topup2_generation_report.md,PASS,bytes=1037
lf_endings,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/reports/topup2_generation_report.md,PASS,LF/no CR newline
file_size_under_10mb,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/reports/topup2_review_package.md,PASS,bytes=668
lf_endings,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/reports/topup2_review_package.md,PASS,LF/no CR newline
file_size_under_10mb,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/spotcheck/spotcheck_guidelines.md,PASS,bytes=373
lf_endings,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/spotcheck/spotcheck_guidelines.md,PASS,LF/no CR newline
file_size_under_10mb,thesis_exp/outputs/exp06_synthetic_low_score/topup_generation/topup2/spotcheck/spotcheck_samples.csv,PASS,bytes=105239
