check_name,path,status,details
python py_compile,thesis_exp/src/edujudge/exp08_edurisk/__init__.py,PASS,
python py_compile,thesis_exp/src/edujudge/exp08_edurisk/collect_exp08_results.py,PASS,
python py_compile,thesis_exp/src/edujudge/exp08_edurisk/coral_distribution.py,PASS,
python py_compile,thesis_exp/src/edujudge/exp08_edurisk/data.py,PASS,
python py_compile,thesis_exp/src/edujudge/exp08_edurisk/losses.py,PASS,
python py_compile,thesis_exp/src/edujudge/exp08_edurisk/metrics.py,PASS,
python py_compile,thesis_exp/src/edujudge/exp08_edurisk/readability_check_exp08.py,PASS,
python py_compile,thesis_exp/src/edujudge/exp08_edurisk/sanity_check_exp08_outputs.py,PASS,
python py_compile,thesis_exp/src/edujudge/exp08_edurisk/sanity_check_exp08_setup.py,PASS,
python py_compile,thesis_exp/src/edujudge/exp08_edurisk/train_qder1_edurisk.py,PASS,
python py_compile,thesis_exp/src/edujudge/exp08_edurisk/write_exp08_report.py,PASS,
shell bash -n,thesis_exp/scripts/run_exp08_qder1_smoke.sh,PASS,
shell bash -n,thesis_exp/scripts/run_exp08_qder1_train.sh,PASS,
shell bash -n,thesis_exp/scripts/sync_exp08_qder1_to_server.sh,PASS,
no CRLF line endings,thesis_exp/src/edujudge/exp08_edurisk/__init__.py,PASS,
no CR-only line endings,thesis_exp/src/edujudge/exp08_edurisk/__init__.py,PASS,
LF line endings,thesis_exp/src/edujudge/exp08_edurisk/__init__.py,PASS,
first line <= 1000 chars,thesis_exp/src/edujudge/exp08_edurisk/__init__.py,PASS,42
not collapsed-line file,thesis_exp/src/edujudge/exp08_edurisk/__init__.py,PASS,83
file size below 20MB,thesis_exp/src/edujudge/exp08_edurisk/__init__.py,PASS,2574
not checkpoint/weight artifact,thesis_exp/src/edujudge/exp08_edurisk/__init__.py,PASS,
no API key string,thesis_exp/src/edujudge/exp08_edurisk/__init__.py,PASS,
no CRLF line endings,thesis_exp/src/edujudge/exp08_edurisk/collect_exp08_results.py,PASS,
no CR-only line endings,thesis_exp/src/edujudge/exp08_edurisk/collect_exp08_results.py,PASS,
LF line endings,thesis_exp/src/edujudge/exp08_edurisk/collect_exp08_results.py,PASS,
first line <= 1000 chars,thesis_exp/src/edujudge/exp08_edurisk/collect_exp08_results.py,PASS,64
not collapsed-line file,thesis_exp/src/edujudge/exp08_edurisk/collect_exp08_results.py,PASS,321
file size below 20MB,thesis_exp/src/edujudge/exp08_edurisk/collect_exp08_results.py,PASS,11009
not checkpoint/weight artifact,thesis_exp/src/edujudge/exp08_edurisk/collect_exp08_results.py,PASS,
no API key string,thesis_exp/src/edujudge/exp08_edurisk/collect_exp08_results.py,PASS,
no CRLF line endings,thesis_exp/src/edujudge/exp08_edurisk/coral_distribution.py,PASS,
no CR-only line endings,thesis_exp/src/edujudge/exp08_edurisk/coral_distribution.py,PASS,
LF line endings,thesis_exp/src/edujudge/exp08_edurisk/coral_distribution.py,PASS,
first line <= 1000 chars,thesis_exp/src/edujudge/exp08_edurisk/coral_distribution.py,PASS,74
