seed,selection_rule,selected_epoch,selected_global_step,rule_type,uses_test_for_selection,dev_MAE,dev_QWK,dev_low_to_high,dev_low_to_high_count,dev_soft_low_to_high,dev_label2_soft_low_to_high,dev_p_gt_3_low_mean,dev_monotonic_violation,selection_score,tie_breaker
42,dev_mae_min,3,237,candidate,False,0.48509485094850946,0.5599756964995626,0.49122807017543857,28,0.503741876194611,0.6949692697152695,0.49060151911091227,0.34778681120144533,0.48509485094850946,none
42,dev_qwk_max,3,237,candidate,False,0.48509485094850946,0.5599756964995626,0.49122807017543857,28,0.503741876194611,0.6949692697152695,0.49060151911091227,0.34778681120144533,0.5599756964995626,dev_MAE
42,dev_low_to_high_min_diagnostic,3,237,diagnostic,False,0.48509485094850946,0.5599756964995626,0.49122807017543857,28,0.503741876194611,0.6949692697152695,0.49060151911091227,0.34778681120144533,0.49122807017543857,dev_MAE
42,mae_guard_soft_risk,3,237,candidate,False,0.48509485094850946,0.5599756964995626,0.49122807017543857,28,0.503741876194611,0.6949692697152695,0.49060151911091227,0.34778681120144533,0.503741876194611,dev_MAE
42,mae_guard_label2_soft_risk,3,237,candidate,False,0.48509485094850946,0.5599756964995626,0.49122807017543857,28,0.503741876194611,0.6949692697152695,0.49060151911091227,0.34778681120144533,0.6949692697152695,dev_MAE
42,mae_guard_p_gt_3_low_mean,3,237,candidate,False,0.48509485094850946,0.5599756964995626,0.49122807017543857,28,0.503741876194611,0.6949692697152695,0.49060151911091227,0.34778681120144533,0.49060151911091227,dev_MAE
42,mae_guard_soft_risk_mono,3,237,candidate,False,0.48509485094850946,0.5599756964995626,0.49122807017543857,28,0.503741876194611,0.6949692697152695,0.49060151911091227,0.34778681120144533,0.5732992384349,dev_MAE
42,last_epoch_diagnostic,3,237,diagnostic,False,0.48509485094850946,0.5599756964995626,0.49122807017543857,28,0.503741876194611,0.6949692697152695,0.49060151911091227,0.34778681120144533,3,none
43,dev_mae_min,3,237,candidate,False,0.48569707919301414,0.5579601794286613,0.49122807017543857,28,0.5040737601311843,0.6955386801621664,0.49297794615791135,0.3324299909665763,0.48569707919301414,none
43,dev_qwk_max,3,237,candidate,False,0.48569707919301414,0.5579601794286613,0.49122807017543857,28,0.5040737601311843,0.6955386801621664,0.49297794615791135,0.3324299909665763,0.5579601794286613,dev_MAE
43,dev_low_to_high_min_diagnostic,3,237,diagnostic,False,0.48569707919301414,0.5579601794286613,0.49122807017543857,28,0.5040737601311843,0.6955386801621664,0.49297794615791135,0.3324299909665763,0.49122807017543857,dev_MAE
43,mae_guard_soft_risk,3,237,candidate,False,0.48569707919301414,0.5579601794286613,0.49122807017543857,28,0.5040737601311843,0.6955386801621664,0.49297794615791135,0.3324299909665763,0.5040737601311843,dev_MAE
43,mae_guard_label2_soft_risk,3,237,candidate,False,0.48569707919301414,0.5579601794286613,0.49122807017543857,28,0.5040737601311843,0.6955386801621664,0.49297794615791135,0.3324299909665763,0.6955386801621664,dev_MAE
43,mae_guard_p_gt_3_low_mean,3,237,candidate,False,0.48569707919301414,0.5579601794286613,0.49122807017543857,28,0.5040737601311843,0.6955386801621664,0.49297794615791135,0.3324299909665763,0.49297794615791135,dev_MAE
43,mae_guard_soft_risk_mono,3,237,candidate,False,0.48569707919301414,0.5579601794286613,0.49122807017543857,28,0.5040737601311843,0.6955386801621664,0.49297794615791135,0.3324299909665763,0.5705597583244996,dev_MAE
43,last_epoch_diagnostic,3,237,diagnostic,False,0.48569707919301414,0.5579601794286613,0.49122807017543857,28,0.5040737601311843,0.6955386801621664,0.49297794615791135,0.3324299909665763,3,none
44,dev_mae_min,1,79,candidate,False,0.48509485094850946,0.555239975302415,0.49122807017543857,28,0.505302424161535,0.6970459402570439,0.4961213027034542,0.34327009936766034,0.48509485094850946,none
44,dev_qwk_max,1,79,candidate,False,0.48509485094850946,0.555239975302415,0.49122807017543857,28,0.505302424161535,0.6970459402570439,0.4961213027034542,0.34327009936766034,0.555239975302415,dev_MAE
44,dev_low_to_high_min_diagnostic,1,79,diagnostic,False,0.48509485094850946,0.555239975302415,0.49122807017543857,28,0.505302424161535,0.6970459402570439,0.4961213027034542,0.34327009936766034,0.49122807017543857,dev_MAE
44,mae_guard_soft_risk,2,158,candidate,False,0.4878048780487805,0.5516497329003875,0.49122807017543857,28,0.5045854796463177,0.6962760328814213,0.49670528263930847,0.33514001806684734,0.5045854796463177,dev_MAE
44,mae_guard_label2_soft_risk,2,158,candidate,False,0.4878048780487805,0.5516497329003875,0.49122807017543857,28,0.5045854796463177,0.6962760328814213,0.49670528263930847,0.33514001806684734,0.6962760328814213,dev_MAE
44,mae_guard_p_gt_3_low_mean,3,237,candidate,False,0.48870822041553746,0.5510831710360744,0.49122807017543857,28,0.5046734951928836,0.6965282417221468,0.4948842568329271,0.33785004516711836,0.4948842568329271,dev_MAE
44,mae_guard_soft_risk_mono,2,158,candidate,False,0.4878048780487805,0.5516497329003875,0.49122807017543857,28,0.5045854796463177,0.6962760328814213,0.49670528263930847,0.33514001806684734,0.5716134832596872,dev_MAE
44,last_epoch_diagnostic,3,237,diagnostic,False,0.48870822041553746,0.5510831710360744,0.49122807017543857,28,0.5046734951928836,0.6965282417221468,0.4948842568329271,0.33785004516711836,3,none
