seed,selection_rule,selected_epoch,test_MAE,test_QWK,test_Acc@5,test_low_to_high,test_low_to_high_count,test_monotonic_violation
42,dev_mae_min,3,0.41915986702931396,0.6083786422677057,0.7548701298701299,0.3870967741935484,12,0.3526745240253853
42,dev_qwk_max,3,0.41915986702931396,0.6083786422677057,0.7548701298701299,0.3870967741935484,12,0.3526745240253853
42,dev_low_to_high_min_diagnostic,3,0.41915986702931396,0.6083786422677057,0.7548701298701299,0.3870967741935484,12,0.3526745240253853
42,mae_guard_soft_risk,3,0.41915986702931396,0.6083786422677057,0.7548701298701299,0.3870967741935484,12,0.3526745240253853
42,mae_guard_label2_soft_risk,3,0.41915986702931396,0.6083786422677057,0.7548701298701299,0.3870967741935484,12,0.3526745240253853
42,mae_guard_p_gt_3_low_mean,3,0.41915986702931396,0.6083786422677057,0.7548701298701299,0.3870967741935484,12,0.3526745240253853
42,mae_guard_soft_risk_mono,3,0.41915986702931396,0.6083786422677057,0.7548701298701299,0.3870967741935484,12,0.3526745240253853
42,last_epoch_diagnostic,3,0.41915986702931396,0.6083786422677057,0.7548701298701299,0.3870967741935484,12,0.3526745240253853
43,dev_mae_min,3,0.4173466304019341,0.6109194951791173,0.7613636363636364,0.41935483870967744,13,0.34360834088848596
43,dev_qwk_max,3,0.4173466304019341,0.6109194951791173,0.7613636363636364,0.41935483870967744,13,0.34360834088848596
43,dev_low_to_high_min_diagnostic,3,0.4173466304019341,0.6109194951791173,0.7613636363636364,0.41935483870967744,13,0.34360834088848596
43,mae_guard_soft_risk,3,0.4173466304019341,0.6109194951791173,0.7613636363636364,0.41935483870967744,13,0.34360834088848596
43,mae_guard_label2_soft_risk,3,0.4173466304019341,0.6109194951791173,0.7613636363636364,0.41935483870967744,13,0.34360834088848596
43,mae_guard_p_gt_3_low_mean,3,0.4173466304019341,0.6109194951791173,0.7613636363636364,0.41935483870967744,13,0.34360834088848596
43,mae_guard_soft_risk_mono,3,0.4173466304019341,0.6109194951791173,0.7613636363636364,0.41935483870967744,13,0.34360834088848596
43,last_epoch_diagnostic,3,0.4173466304019341,0.6109194951791173,0.7613636363636364,0.41935483870967744,13,0.34360834088848596
44,dev_mae_min,1,0.4203686914475672,0.6044272877708812,0.7727272727272727,0.4838709677419355,15,0.37533998186763373
44,dev_qwk_max,1,0.4203686914475672,0.6044272877708812,0.7727272727272727,0.4838709677419355,15,0.37533998186763373
44,dev_low_to_high_min_diagnostic,1,0.4203686914475672,0.6044272877708812,0.7727272727272727,0.4838709677419355,15,0.37533998186763373
44,mae_guard_soft_risk,2,0.42339075249320035,0.6010410279161639,0.7451298701298701,0.45161290322580644,14,0.3599274705349048
44,mae_guard_label2_soft_risk,2,0.42339075249320035,0.6010410279161639,0.7451298701298701,0.45161290322580644,14,0.3599274705349048
44,mae_guard_p_gt_3_low_mean,3,0.4215775158658205,0.6018458824405201,0.7564935064935064,0.45161290322580644,14,0.3590208522212149
44,mae_guard_soft_risk_mono,2,0.42339075249320035,0.6010410279161639,0.7451298701298701,0.45161290322580644,14,0.3599274705349048
44,last_epoch_diagnostic,3,0.4215775158658205,0.6018458824405201,0.7564935064935064,0.45161290322580644,14,0.3590208522212149
